logradouro;numero;complemento;valor_avaliacao;bairro;cidade;uf;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;sfh;cod_logradouro;latitude;longitude;ano
rua ministro mario andreazza;1000;apto 103 edf varzea prime - bloco 10;245000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-12;Bom;Apartamento;169408,25;16462;;;2026
rua ministro mario andreazza;1000;apto 404 edf varzea prime - bloco 09;245000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-06;Bom;Apartamento;176448,01;16462;;;2026
rua ministro mario andreazza;1000;apto 501 edf varzea prime - bloco 09;255000,00;Varzea;Recife;PE;2025;50218,72;84,37;0,00115;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;201465,25;16462;;;2026
rua ministro mario andreazza;1000;apto 204 edf varzea prime - bloco 10;245000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-05;Bom;Apartamento;164770,16;16462;;;2026
rua ministro mario andreazza;1000;apto 205 edf varzea prime - bloco 10;245000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-12;Bom;Apartamento;162227,28;16462;;;2026
rua ministro mario andreazza;1000;apto 207 edf varzea prime - bloco 10;255000,00;Varzea;Recife;PE;2025;50218,72;84,37;0,00115;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-06;Bom;Apartamento;204000,00;16462;;;2026
rua ministro mario andreazza;1000;apto 302 edf varzea prime - bloco 10;255000,00;Varzea;Recife;PE;2025;50218,72;84,37;0,00115;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-12;Bom;Apartamento;156927,74;16462;;;2026
rua ministro mario andreazza;1000;apto 304 edf varzea prime - bloco 10;245000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-05;Bom;Apartamento;131514,35;16462;;;2026
rua ministro mario andreazza;1000;apto 305 edf varzea prime - bloco 10;245000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-05;Bom;Apartamento;154662,83;16462;;;2026
rua ministro mario andreazza;1000;apto 307 edf varzea prime - bloco 10;255000,00;Varzea;Recife;PE;2025;50218,72;84,37;0,00115;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-06;Bom;Apartamento;182579,61;16462;;;2026
rua ministro mario andreazza;1000;apto 104 edf varzea prime - bloco 10;245000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;187617,44;16462;;;2026
rua ministro mario andreazza;1000;apto 105 edf varzea prime - bloco 10;255000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-11;Bom;Apartamento;196000,00;16462;;;2026
rua ministro mario andreazza;1000;apto 106 edf varzea prime - bloco 10;245000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-06;Bom;Apartamento;115898,44;16462;;;2026
rua ministro mario andreazza;1000;apto 507 edf varzea prime - bloco 10;255000,00;Varzea;Recife;PE;2025;50218,72;84,37;0,00115;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-06;Bom;Apartamento;198415,57;16462;;;2026
rua ministro mario andreazza;1000;apto 602 edf varzea prime - bloco 10;255000,00;Varzea;Recife;PE;2025;50218,72;84,37;0,00115;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-06;Bom;Apartamento;204000,00;16462;;;2026
rua ministro mario andreazza;1000;apto 603 edf varzea prime - bloco 10;245000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;160567,79;16462;;;2026
rua ministro mario andreazza;1000;apto 702 edf varzea prime - bloco 10;255000,00;Varzea;Recife;PE;2025;50218,72;84,37;0,00115;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;204000,00;16462;;;2026
rua ministro mario andreazza;1000;apto 703 edf varzea prime - bloco 10;245000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;196000,00;16462;;;2026
rua ministro mario andreazza;1000;apto 401 edf varzea prime - bloco 10;255000,00;Varzea;Recife;PE;2025;50218,72;84,37;0,00115;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-06;Bom;Apartamento;170320,44;16462;;;2026
rua ministro mario andreazza;1000;apto 402 edf varzea prime - bloco 10;255000,00;Varzea;Recife;PE;2025;50218,72;84,37;0,00115;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;187440,95;16462;;;2026
rua ministro mario andreazza;1000;apto 502 edf varzea prime - bloco 10;255000,00;Varzea;Recife;PE;2025;50218,72;84,37;0,00115;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;203145,65;16462;;;2026
rua ministro mario andreazza;1000;apto 504 edf varzea prime - bloco 10;255000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-08;Bom;Apartamento;162724,72;16462;;;2026
rua ministro mario andreazza;1000;apto 705 edf varzea prime - bloco 09;245000,00;Varzea;Recife;PE;2025;50218,72;78,64;0,00108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-04;Bom;Apartamento;196000,00;16462;;;2026
rua projetada;;;6030130,00;Indefinido;Recife;PE;1987;20269,98;2000;1;Médio;Edificação Especial;COMERCIAL SEM LIXO ORGANICO;2026-01-12;Regular;Edificação Especial;0,00;990000;-8.058949;-34.972618;2026
rua mario pederneiras;47;apto 0102 edf primus;230000,00;Varzea;Recife;PE;1990;540;150,42;0,12113;Médio;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-06-29;Bom;Apartamento;50000,00;43133;-8.04819;-34.955305;2026
rua amaro gomes poroca;317;apto 1303 edf. praca dos cedros;500000,00;Varzea;Recife;PE;2021;1481,75;112,72;0,01561;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-23;Bom;Apartamento;382000,00;72052;;;2026
rua amaro gomes poroca;264;loja 1;455104,50;Varzea;Recife;PE;1991;720;151,26;0,3504;Médio;Loja <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-06-16;Bom;Loja;0,00;72052;;;2026
rua amaro gomes poroca;264;loja 2;75000,00;Varzea;Recife;PE;1991;720;23,89;0,05534;Médio;Loja <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-06-16;Bom;Loja;0,00;72052;;;2026
rua amaro gomes poroca;264;loja 3;78643,20;Varzea;Recife;PE;1991;720;26,14;0,06055;Médio;Loja <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-06-16;Bom;Loja;0,00;72052;;;2026
rua amaro gomes poroca;264;apto 0101;693190,13;Varzea;Recife;PE;1991;720;230,39;0,53371;Médio;Apartamento <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-06-16;Bom;Apartamento;0,00;72052;;;2026
rua joao francisco lisboa;121;apto 0102 bloco 14;310000,00;Varzea;Recife;PE;1982;19078,45;88,52;0,0052;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-07-22;Bom;Apartamento;0,00;33804;;;2026
rua azeredo coutinho;120;apto 2 bloco 01;315000,00;Varzea;Recife;PE;1982;11846,63;88,52;0,00781;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-01-08;Bom;Apartamento;165000,00;9334;;;2026
rua azeredo coutinho;120;apto 1 bloco 04;250000,00;Varzea;Recife;PE;1982;11846,63;88,52;0,00781;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-03-31;Bom;Apartamento;0,00;9334;;;2026
rua azeredo coutinho;120;apto 0304 bloco 06;290000,00;Varzea;Recife;PE;1982;11846,63;88,52;0,00781;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-02-11;Bom;Apartamento;180000,00;9334;;;2026
rua sebastiao de alencastro salazar;100;apto 0204 bloco 4;160000,00;Varzea;Recife;PE;2004;8000;47,19;0,00625;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-07-14;Bom;Apartamento;0,00;54372;-8.052724;-34.958387;2026
rua sebastiao de alencastro salazar;100;apto 1 bloco 9;134744,30;Varzea;Recife;PE;2004;8000;47,19;0,00625;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-02-26;Bom;Apartamento;0,00;54372;-8.052724;-34.958387;2026
rua sebastiao de alencastro salazar;100;apto 1 bloco 6;165000,00;Varzea;Recife;PE;2004;8000;47,19;0,00625;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-07-01;Bom;Apartamento;0,00;54372;-8.052724;-34.958387;2026
rua joao tavares;92;;685480,13;Varzea;Recife;PE;1982;388,51;247,59;1;Simples;Casa;RESIDENCIAL;2026-04-08;Bom;Casa;0,00;34401;-8.052533;-34.95656;2026
rua joao tavares;92;;439168,00;Varzea;Recife;PE;1982;388,51;247,59;1;Simples;Casa;RESIDENCIAL;2026-04-23;Bom;Casa;0,00;34401;-8.052533;-34.95656;2026
rua mario campelo;201;apto 106 bloco 02-jasmim;265000,00;Varzea;Recife;PE;2008;5486;64,53;0,00601;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-05;Bom;Apartamento;212000,00;43036;-8.051769;-34.959625;2026
rua mario campelo;201;apto 504 bloco 02-jasmim;270000,00;Varzea;Recife;PE;2008;5486;64,53;0,00601;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-26;Bom;Apartamento;199000,00;43036;-8.051769;-34.959625;2026
rua mario campelo;201;apto 604 bloco 04-orquidea;256543,05;Varzea;Recife;PE;2008;5486;64,53;0,00601;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-17;Bom;Apartamento;196000,00;43036;-8.051769;-34.959625;2026
rua doutora palmira lira palmeira valenca;68;;800000,00;Varzea;Recife;PE;1973;240;117;1;Simples;Casa;RESIDENCIAL;2026-07-09;Bom;Casa;370000,00;48682;-8.0522;-34.957435;2026
rua barao de muribeca;385;;15490453,00;Varzea;Recife;PE;1970;2518701,5;20500;1;Médio;Galpão;COMERCIAL COM LIXO ORGANICO;2026-03-11;Bom;Galpão;0,00;45489;;;2026
rua visconde parnaiba;160;;380000,00;San Martin;Recife;PE;1982;157,43;116,56;1;Simples;Casa;RESIDENCIAL;2026-01-07;Bom;Casa;0,00;49344;-8.066221;-34.929631;2026
rua visconde parnaiba;19;;380000,00;San Martin;Recife;PE;1970;160;157,96;1;Simples;Casa;RESIDENCIAL;2026-06-02;Bom;Casa;0,00;49344;-8.066481;-34.929706;2026
rua quinze de marco;470;;490000,00;Torroes;Recife;PE;2013;200,47;175,58;1;Médio;Casa;RESIDENCIAL;2026-07-27;Bom;Casa;344149,84;53082;-8.068184;-34.932538;2026
rua potyra;186;;480610,66;Prado;Recife;PE;1982;364;157,48;1;Simples;Casa;RESIDENCIAL;2026-02-06;Bom;Casa;0,00;52515;-8.063605;-34.916675;2026
rua potyra;333;;520000,00;Prado;Recife;PE;2015;360;186,43;1;Médio;Casa;RESIDENCIAL;2026-06-16;Bom;Casa;270000,00;52515;-8.064251;-34.916798;2026
rua oscar berardo;176;;300000,00;Prado;Recife;PE;1982;310;143,09;1;Simples;Casa;RESIDENCIAL;2026-05-13;Bom;Casa;240000,00;47775;-8.064803;-34.915033;2026
est do bongi armando da fonte;1155;apto 0303 edf novo prado;210000,00;Bongi;Recife;PE;1982;1784,71;101,39;0,0268;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-06-30;Bom;Apartamento;148000,00;12009;-8.064306;-34.917908;2026
rua acajutiba;89;apto 0102 edf rita carmem;370000,00;Bongi;Recife;PE;1982;770,62;137,6;0,08333;Médio;Apartamento > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-03-03;Bom;Apartamento;0,00;469;-8.064418;-34.919848;2026
rua alexandre padilha;25;apto 0302;360000,00;Bongi;Recife;PE;1982;0;149,31;0,16624;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-03-03;Bom;Apartamento;0,00;2240;-8.06499;-34.917006;2026
rua isaac markman;239;casa 04;300000,00;Bongi;Recife;PE;2013;336;74,72;0,25;Médio;Casa;RESIDENCIAL;2026-06-05;Bom;Casa;210697,78;30716;-8.065166;-34.919505;2026
rua isaac markman;187;;940000,00;Bongi;Recife;PE;1972;450;320,62;1;Simples;Casa;RESIDENCIAL;2026-07-02;Bom;Casa;0,00;30716;;;2026
rua astorga;136;apto 0103 edf columbia;290000,00;Ilha Do Retiro;Recife;PE;1990;846,81;104,45;0,04752;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-28;Bom;Apartamento;0,00;8710;-8.062022;-34.906382;2026
rua senador fabio de barros;250;;4386789,52;Ilha Do Retiro;Recife;PE;2003;1080,62;715,85;1;Médio;Edificação Especial;COMERCIAL COM LIXO ORGANICO;2026-05-20;Bom;Edificação Especial;0,00;23485;-8.061803;-34.905668;2026
av prefeito lima castro;300;apto 3101 torre a - joao batista de queiroz;1850000,00;Ilha Do Retiro;Recife;PE;2023;8826,84;197,16;0,00417;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-11;Bom;Apartamento;365000,00;38903;;;2026
av prefeito lima castro;300;apto 3303 torre b - antonio francisco lisboa;1700000,00;Ilha Do Retiro;Recife;PE;2023;8826,84;197,16;0,00417;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-20;Bom;Apartamento;1190000,00;38903;;;2026
av prefeito lima castro;300;apto 2002 torre a - joao batista de queiroz;1615000,00;Ilha Do Retiro;Recife;PE;2023;8826,84;197,16;0,00417;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-25;Bom;Apartamento;1000000,00;38903;;;2026
av prefeito lima castro;300;apto 2002 torre b - antonio francisco lisboa;1540000,00;Ilha Do Retiro;Recife;PE;2023;8826,84;197,16;0,00417;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-16;Bom;Apartamento;1232000,00;38903;;;2026
av prefeito lima castro;300;apto 2303 torre b - antonio francisco lisboa;566720,00;Ilha Do Retiro;Recife;PE;2023;8826,84;197,16;0,00417;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-08;Bom;Apartamento;0,00;38903;;;2026
av prefeito lima castro;300;apto 1802 torre b - antonio francisco lisboa;1625000,00;Ilha Do Retiro;Recife;PE;2023;8826,84;197,16;0,00417;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-05;Bom;Apartamento;1250000,00;38903;;;2026
av prefeito lima castro;300;apto 3802 torre a - joao batista de queiroz;1700000,00;Ilha Do Retiro;Recife;PE;2023;8826,84;197,16;0,00417;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-22;Bom;Apartamento;0,00;38903;;;2026
av prefeito lima castro;300;apto 801 torre b - antonio francisco lisboa;1400000,00;Ilha Do Retiro;Recife;PE;2023;8826,84;197,16;0,00417;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-02;Bom;Apartamento;0,00;38903;;;2026
av prefeito lima castro;300;apto 701 torre a - joao batista de queiroz;1400000,00;Ilha Do Retiro;Recife;PE;2023;8826,84;197,16;0,00417;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-10;Bom;Apartamento;924000,00;38903;;;2026
est dos remedios;1918;sala 0107 edf luzia cristina;58000,00;Ilha Do Retiro;Recife;PE;1990;795,5;39,68;0,01502;Médio;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-02-24;Bom;Sala;0,00;57061;-8.063073;-34.907491;2026
est dos remedios;1942;;1146837,48;Ilha Do Retiro;Recife;PE;1982;0;300;1;Médio;Casa;RESIDENCIAL;2026-05-20;Bom;Casa;0,00;57061;-8.062934;-34.907471;2026
est dos remedios;1956;;970811,26;Ilha Do Retiro;Recife;PE;1982;0;75;1;Simples;Casa;RESIDENCIAL;2026-05-20;Bom;Casa;0,00;57061;-8.062826;-34.907457;2026
est dos remedios;1964;;970811,26;Ilha Do Retiro;Recife;PE;1982;0;184;1;Simples;Casa;COMERCIAL COM LIXO ORGANICO;2026-05-20;Bom;Casa;0,00;57061;-8.062728;-34.907437;2026
rua abdisio veiga;101;apto 1602 edf. varandas da ilha residence club;559472,99;Ilha Do Retiro;Recife;PE;2024;1614,56;121,41;0,01375;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;135000,00;205;;;2026
rua abdisio veiga;101;apto 2302 edf. varandas da ilha residence club;608235,71;Ilha Do Retiro;Recife;PE;2024;1614,56;129,98;0,01429;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-30;Bom;Apartamento;0,00;205;;;2026
rua abdisio veiga;101;apto 2402 edf. varandas da ilha residence club;610731,43;Ilha Do Retiro;Recife;PE;2024;1614,56;129,98;0,01429;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-05;Bom;Apartamento;0,00;205;;;2026
av beira rio deputado osvaldo coelho;186;apto 2001 edf costa rego;1350000,00;Ilha Do Retiro;Recife;PE;2011;2069,98;233,5;0,01923;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-01;Bom;Apartamento;600000,00;127639;;;2026
av beira rio deputado osvaldo coelho;186;apto 1201 edf costa rego;1300000,00;Ilha Do Retiro;Recife;PE;2011;2069,98;233,5;0,01923;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-12;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;186;apto 802 edf costa rego;1300000,00;Ilha Do Retiro;Recife;PE;2011;2069,98;233,5;0,01923;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-23;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;186;apto 1101 edf costa rego;1300000,00;Ilha Do Retiro;Recife;PE;2011;2069,98;233,5;0,01923;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-10;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;240;apto 0601 edf ilha do retiro;1390113,51;Ilha Do Retiro;Recife;PE;1999;3416,55;348,39;0,01852;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-12;Bom;Apartamento;1038400,00;127639;;;2026
av beira rio deputado osvaldo coelho;240;apto 1201 edf ilha do retiro;2760000,00;Ilha Do Retiro;Recife;PE;1999;3416,55;348,39;0,01852;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-12;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;240;apto 1302 edf ilha do retiro;1500000,00;Ilha Do Retiro;Recife;PE;1999;3416,55;348,39;0,01852;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-05;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;240;apto 2202 edf ilha do retiro;1568948,73;Ilha Do Retiro;Recife;PE;1999;3416,55;348,39;0,01852;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-04;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;230;apto 1801 edf portal do capibaribe;720000,00;Ilha Do Retiro;Recife;PE;2002;2784,63;332,18;0,01788;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-10;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;230;apto 1701 edf portal do capibaribe;1800000,00;Ilha Do Retiro;Recife;PE;2002;2784,63;332,18;0,01788;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-07;Bom;Apartamento;1439250,00;127639;;;2026
av beira rio deputado osvaldo coelho;330;apto 302 edf maria amelia;720000,00;Ilha Do Retiro;Recife;PE;2008;1315,08;246,97;0,03128;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-02;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;330;apto 601 edf maria amelia;1004136,04;Ilha Do Retiro;Recife;PE;2008;1315,08;246,37;0,03121;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-18;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;330;apto 802 edf maria amelia;1014598,76;Ilha Do Retiro;Recife;PE;2008;1315,08;246,97;0,03129;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-11;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;330;apto 1001 edf maria amelia;1025170,49;Ilha Do Retiro;Recife;PE;2008;1315,08;246,37;0,03121;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-23;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;360;apto 1701 edf maria teresa coelho;1610000,00;Ilha Do Retiro;Recife;PE;2011;2677,89;319,01;0,02;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-05;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;360;apto 1402 edf maria teresa coelho;965000,00;Ilha Do Retiro;Recife;PE;2011;2677,89;319,01;0,02;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-13;Bom;Apartamento;0,00;127639;;;2026
av beira rio deputado osvaldo coelho;360;apto 1401 edf maria teresa coelho;900000,00;Ilha Do Retiro;Recife;PE;2011;2677,89;319,01;0,02;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-30;Bom;Apartamento;0,00;127639;;;2026
rua dr joaquim dos santos souto;110;;1200000,00;Ilha Do Retiro;Recife;PE;1981;644,77;508,1;1;Médio;Casa;RESIDENCIAL;2026-01-22;Bom;Casa;0,00;45861;;;2026
rua do fonseca;279;apto 1901 edf engenho liberdade;1330000,00;Ilha Do Retiro;Recife;PE;2015;2934,86;240,88;0,01351;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-26;Bom;Apartamento;0,00;24910;;;2026
rua tabaiares;277;;610322,75;Ilha Do Retiro;Recife;PE;1960;268,12;100,5;1;Simples;Casa;COMERCIAL COM LIXO ORGANICO;2026-04-13;Bom;Casa;0,00;59692;-8.064947;-34.905566;2026
rua mauro borrione;75;apto 0702 edf mediterranee;313197,08;Ilha Do Retiro;Recife;PE;1997;907,75;99,56;0,02062;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-12;Bom;Apartamento;0,00;43770;-8.064548;-34.905723;2026
rua mauro borrione;75;apto 0501 edf mediterranee;315364,74;Ilha Do Retiro;Recife;PE;1997;907,75;101,62;0,02105;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-15;Bom;Apartamento;0,00;43770;-8.064548;-34.905723;2026
rua mauro borrione;75;apto 0302 edf mediterranee;306770,91;Ilha Do Retiro;Recife;PE;1997;907,75;99,56;0,02062;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-13;Bom;Apartamento;0,00;43770;-8.064548;-34.905723;2026
rua tabaiares;400;apto 602 torre a - ponte boa vista;935000,00;Ilha Do Retiro;Recife;PE;2018;5177,35;171,75;0,00889;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-11;Bom;Apartamento;705406,86;59692;;;2026
rua tabaiares;400;apto 2401 torre a - ponte boa vista;1100000,00;Ilha Do Retiro;Recife;PE;2018;5177,35;172,2;0,00892;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-11;Bom;Apartamento;500000,00;59692;;;2026
rua tabaiares;400;apto 1702 torre b - ponte princesa isabel;1195000,00;Ilha Do Retiro;Recife;PE;2018;5177,35;214,05;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-13;Bom;Apartamento;956000,00;59692;;;2026
rua tabaiares;400;apto 1701 torre a - ponte boa vista;1050000,00;Ilha Do Retiro;Recife;PE;2018;5177,35;172,2;0,00892;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-20;Bom;Apartamento;0,00;59692;;;2026
rua tabaiares;400;apto 2001 torre b - ponte princesa isabel;1150000,00;Ilha Do Retiro;Recife;PE;2018;5177,35;214,45;0,0111;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-20;Bom;Apartamento;0,00;59692;;;2026
av general san martin;1450;;10126696,00;San Martin;Recife;PE;1982;110412,6;17292,32;1;Médio;Edificação Especial;COMERCIAL COM LIXO ORGANICO;2026-04-08;Bom;Edificação Especial;0,00;53775;-8.063143;-34.928518;2026
av general san martin;1450;;30408612,00;San Martin;Recife;PE;1982;110412,6;17292,32;1;Médio;Edificação Especial;COMERCIAL COM LIXO ORGANICO;2026-04-07;Bom;Edificação Especial;0,00;53775;-8.063143;-34.928518;2026
est do bongi armando da fonte;899;;350000,00;Bongi;Recife;PE;1953;152;182,02;1;Médio;Casa;RESIDENCIAL;2026-03-02;Bom;Casa;0,00;12009;-8.065449;-34.915772;2026
est do bongi armando da fonte;555;apto 1102 edf praca dos cactos;315000,00;Bongi;Recife;PE;2014;1104,12;85,34;0,01668;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-05;Bom;Apartamento;0,00;12009;-8.06673;-34.913546;2026
est do bongi armando da fonte;535;apto 1003 edf praca das dalias;325000,00;Bongi;Recife;PE;2015;1247,81;84,91;0,01458;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-06;Bom;Apartamento;215000,00;12009;-8.066864;-34.913353;2026
av engenheiro abdias de carvalho;807;sala 0202 condominio abdias de carvalho;60000,00;Ilha Do Retiro;Recife;PE;1999;450,3;24,6;0,03536;Médio;Sala <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-03-17;Bom;Sala;0,00;175;-8.062199;-34.908519;2026
rua itaporanga;150;apto 0302 edf vila itaporanga;200000,00;San Martin;Recife;PE;2001;384;69,7;0,11601;Médio;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-03-17;Bom;Apartamento;124000,00;31461;-8.066508;-34.928602;2026
rua maues;66;apto 0105 bloco a3;130000,00;San Martin;Recife;PE;1982;3136;42,4;0,01438;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-07-14;Bom;Apartamento;0,00;43710;-8.066777;-34.926546;2026
rua maues;66;apto 0106 bloco a2;135000,00;San Martin;Recife;PE;1981;3136;42,4;0,01438;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-03-26;Bom;Apartamento;0,00;43710;-8.066777;-34.926546;2026
rua ourem;303;apto 501 bloco 4;396000,00;San Martin;Recife;PE;2010;7096,65;68,82;0,00893;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-08;Bom;Apartamento;304000,00;48208;-8.068794;-34.925833;2026
