bairro_padronizado;endereco_edificio;logradouro_canonico;total_transacoes;total_revendas;m2_privativo_medio;valor_medio_corrigido;area_privativa_media;latitude;longitude
Monteiro;Rua Desembargador Celio De Castro Montenegro, 32 - Monteiro;Rua Desembargador Celio De Castro Montenegro;4;0;5738.96;1200662.12;209.21;-8.027908;-34.924845
Monteiro;Rua Guerra De Holanda, 243 - Monteiro;Rua Guerra De Holanda;4;2;4500.73;476896.98;105.96;-8.028195;-34.923986
Monteiro;Avenida Dezessete De Agosto, 2594 - Monteiro;Avenida Dezessete De Agosto;3;0;9635.57;1776221.33;184.34;-8.027344;-34.927412
Monteiro;Rua De Apipucos, 355 - Monteiro;Rua De Apipucos;3;2;6454.8;1747378.45;270.71;-8.025304;-34.931001
Monteiro;Avenida Dezessete De Agosto, 2702 - Monteiro;Avenida Dezessete De Agosto;2;2;3735.19;1390798.84;372.35;-8.027301;-34.928502
Monteiro;Rua De Apipucos, 455 - Monteiro;Rua De Apipucos;2;2;7404.26;2113544.9;285.45;-8.02417;-34.93073
Monteiro;Rua De Apipucos, 646 - Monteiro;Rua De Apipucos;2;2;3242.61;659156.85;203.28;-8.022288;-34.931076
Monteiro;Avenida Dezessete De Agosto, 2413 - Monteiro;Avenida Dezessete De Agosto;1;1;6260.28;1017733.51;162.57;-8.028958;-34.926564
Monteiro;Avenida Dezessete De Agosto, 2475 - Monteiro;Avenida Dezessete De Agosto;1;0;7069.43;1774850.11;251.06;-8.028697;-34.928181
Monteiro;Avenida Dezessete De Agosto, 2613 - Monteiro;Avenida Dezessete De Agosto;1;0;4152.04;5241364.19;1262.36;-8.027992;-34.927529
Monteiro;Avenida Dezessete De Agosto, 2678 - Monteiro;Avenida Dezessete De Agosto;1;0;2398.89;1675433.22;698.42;-8.027345;-34.92828
Monteiro;Rua De Apipucos, 237 - Monteiro;Rua De Apipucos;1;0;77307.97;6107330.0;79.0;-8.025973;-34.930465
Monteiro;Rua De Apipucos, 425 - Monteiro;Rua De Apipucos;1;0;6032.79;1516824.4;251.43;-8.024428;-34.930643
Monteiro;Rua De Apipucos, 521 - Monteiro;Rua De Apipucos;1;0;5870.29;1940130.17;330.5;-8.023664;-34.930913
Monteiro;Rua Desembargador Celio De Castro Montenegro, 4669 - Monteiro;Rua Desembargador Celio De Castro Montenegro;1;0;22731.35;2696847.56;118.64;-8.027908;-34.924845
Monteiro;Rua Jorge De Albuquerque, 102 - Monteiro;Rua Jorge De Albuquerque;1;0;4246.27;475582.14;112.0;-8.030141;-34.926663
Monteiro;Rua Jorge De Albuquerque, 176 - Monteiro;Rua Jorge De Albuquerque;1;1;5713.83;3380356.97;591.61;-8.030612;-34.92704
Monteiro;Rua Piaui, 162 - Monteiro;Rua Piaui;1;0;4763.12;2328878.4;488.94;-8.029089;-34.924606
Morro Da Conceicao;Rua Bege, 39 - Morro Da Conceicao;Rua Bege;1;0;2114.1;105705.07;50.0;-8.01926;-34.91306
Morro Da Conceicao;Rua Do Dende, 602 - Morro Da Conceicao;Rua Do Dende;1;0;2585.91;83395.64;32.25;-8.01926;-34.91306
Morro Da Conceicao;Rua Dois De Fevereiro, 248 - Morro Da Conceicao;Rua Dois De Fevereiro;1;0;6476.67;304403.52;47.0;-8.01926;-34.91306
Morro Da Conceicao;Rua Dois De Fevereiro, 336 - Morro Da Conceicao;Rua Dois De Fevereiro;1;0;3402.79;183750.39;54.0;-8.01926;-34.91306
Morro Da Conceicao;Rua Mocidade, 241 - Morro Da Conceicao;Rua Mocidade;1;1;3236.51;142406.55;44.0;-8.01926;-34.91306
Mustardinha;Rua Adolfo Bezerra, 296 - Mustardinha;Rua Adolfo Bezerra;2;0;2111.96;97880.96;48.44;-8.072707;-34.919953
Mustardinha;Rua Joaquina Da Conceicao Azevedo, 111 - Mustardinha;Rua Joaquina Da Conceicao Azevedo;2;2;610.68;871316.2;1426.79;-8.071986;-34.919552
Mustardinha;Rua Venancio Leonardo Evangelista, 196 - Mustardinha;Rua Venancio Leonardo Evangelista;2;2;2155.58;516069.57;239.41;-8.073825;-34.921338
Mustardinha;Rua Coracao De Jesus, 32 - Mustardinha;Rua Coracao De Jesus;1;0;2132.92;206978.95;97.04;-8.074844;-34.918954
Mustardinha;Rua Coracao De Jesus, 38 - Mustardinha;Rua Coracao De Jesus;1;0;2061.01;200000.0;97.04;-8.074844;-34.918954
Mustardinha;Rua Doutor Armando Tavares, 166 - Mustardinha;Rua Doutor Armando Tavares;1;0;2418.03;322129.84;133.22;-8.069167;-34.92233
Mustardinha;Rua Joaquina Da Conceicao Azevedo, 197 - Mustardinha;Rua Joaquina Da Conceicao Azevedo;1;0;1113.87;272819.01;244.93;-8.071558;-34.920452
Mustardinha;Rua Joaquina Da Conceicao Azevedo, 262 - Mustardinha;Rua Joaquina Da Conceicao Azevedo;1;0;2595.3;564606.45;217.55;-8.071028;-34.920861
Mustardinha;Rua Venancio Leonardo Evangelista, 136 - Mustardinha;Rua Venancio Leonardo Evangelista;1;0;1865.0;312144.68;167.37;-8.073992;-34.920815
Mustardinha;Rua Venancio Leonardo Evangelista, 231 - Mustardinha;Rua Venancio Leonardo Evangelista;1;0;3766.64;546953.76;145.21;-8.074053;-34.921719
Mustardinha;Rua Venancio Leonardo Evangelista, 241 - Mustardinha;Rua Venancio Leonardo Evangelista;1;0;1762.17;489741.27;277.92;-8.074024;-34.921805
Nova Descoberta;Rua Alto Jardim Progresso, 318 - Nova Descoberta;Rua Alto Jardim Progresso;1;0;1028.25;199480.1;194.0;-8.019609;-34.925355
Nova Descoberta;Rua Alto Jardim Progresso, 500 - Nova Descoberta;Rua Alto Jardim Progresso;1;0;1825.76;131454.67;72.0;-8.019609;-34.925355
Nova Descoberta;Rua Corrego Da Areia, 565 - Nova Descoberta;Rua Corrego Da Areia;1;0;9462.62;189252.46;20.0;-8.019609;-34.925355
Nova Descoberta;Rua Corrego Da Areia, 783 - Nova Descoberta;Rua Corrego Da Areia;1;0;21400.16;428003.23;20.0;-8.019609;-34.925355
Nova Descoberta;Rua Itarapina, 20 - Nova Descoberta;Rua Itarapina;1;0;5304.65;286451.15;54.0;-8.019609;-34.925355
Nova Descoberta;Rua Mangericao, 21 - Nova Descoberta;Rua Mangericao;1;0;1468.13;88087.56;60.0;-8.019609;-34.925355
Nova Descoberta;Rua Pedra Branca, 156 - Nova Descoberta;Rua Pedra Branca;1;0;983.18;96921.86;98.58;-8.019609;-34.925355
Nova Descoberta;Rua Taquara, 39 - Nova Descoberta;Rua Taquara;1;0;2580.99;103239.5;40.0;-8.019609;-34.925355
Nova Descoberta;Rua Teolandia, 43 - Nova Descoberta;Rua Teolandia;1;0;2619.91;165054.38;63.0;-8.019609;-34.925355
Nova Descoberta;Rua Vila Rica, 156 - Nova Descoberta;Rua Vila Rica;1;0;1405.79;64666.27;46.0;-8.019609;-34.925355
Nova Descoberta;Rua Vila Rica, 39 - Nova Descoberta;Rua Vila Rica;1;0;3006.81;117265.42;39.0;-8.019609;-34.925355
Paissandu;Rua Estacio Coimbra, 171 - Paissandu;Rua Estacio Coimbra;22;8;7847.26;416542.53;53.12;-8.061129;-34.899326
Paissandu;Rua Paissandu, 678 - Paissandu;Rua Paissandu;13;6;3715.08;399903.48;108.36;-8.061782;-34.899056
Paissandu;Rua General Joaquim Inacio, 830 - Paissandu;Rua General Joaquim Inacio;12;4;7355.03;364312.0;49.53;-8.062209;-34.896115
Paissandu;Rua Paissandu, 281 - Paissandu;Rua Paissandu;10;10;3993.14;346085.85;86.67;-8.061221;-34.895917
Paissandu;Rua Paissandu, 381 - Paissandu;Rua Paissandu;6;2;4605.21;382113.45;85.39;-8.061758;-34.896487
Paissandu;Rua Paulino De Andrade, 53 - Paissandu;Rua Paulino De Andrade;5;2;4835.71;271380.33;56.12;-8.062054;-34.895597
Paissandu;Avenida Governador Agamenon Magalhaes, 141 - Paissandu;Avenida Governador Agamenon Magalhaes;2;2;9532.37;8452352.5;886.7;-8.060987;-34.898206
Paissandu;Rua Viscondessa Do Livramento, 141 - Paissandu;Rua Viscondessa Do Livramento;2;2;2711.54;573490.64;211.5;-8.060633;-34.8989
Paissandu;Rua Viscondessa Do Livramento, 261 - Paissandu;Rua Viscondessa Do Livramento;2;0;3290.95;256694.0;78.0;-8.061474;-34.899585
Paissandu;Rua Dona Benvinda, 252 - Paissandu;Rua Dona Benvinda;1;0;2860.3;568456.82;198.74;-8.061095;-34.895429
Paissandu;Rua Dona Benvinda, 266 - Paissandu;Rua Dona Benvinda;1;0;3732.95;595778.22;159.6;-8.0612;-34.895502
Paissandu;Rua Dona Benvinda, 419 - Paissandu;Rua Dona Benvinda;1;0;6989.45;1514823.17;216.73;-8.062243;-34.896627
Paissandu;Rua Doutor Joao Asfora, 170 - Paissandu;Rua Doutor Joao Asfora;1;0;22882.96;4208862.83;183.93;-8.063514;-34.896403
Paissandu;Rua Doutor Joao Asfora, 70 - Paissandu;Rua Doutor Joao Asfora;1;0;5411.52;1554838.45;287.32;-8.063365;-34.895606
Paissandu;Rua Doutor Joao Asfora, 82 - Paissandu;Rua Doutor Joao Asfora;1;0;4531.11;1778912.95;392.6;-8.063356;-34.895727
Paissandu;Rua Paissandu, 257 - Paissandu;Rua Paissandu;1;0;10100.17;4421651.96;437.78;-8.061146;-34.895674
Paissandu;Rua Pintor Manoel Bandeira, 26 - Paissandu;Rua Pintor Manoel Bandeira;1;0;4338.65;828291.07;190.91;-8.061214;-34.899196
Paissandu;Rua Viscondessa Do Livramento, 155 - Paissandu;Rua Viscondessa Do Livramento;1;0;6200.22;1275571.48;205.73;-8.060717;-34.899026
Paissandu;Rua Viscondessa Do Livramento, 273 - Paissandu;Rua Viscondessa Do Livramento;1;0;3213.94;225618.28;70.2;-8.061537;-34.89967
Parnamirim;Rua Tito Rosas, 92 - Parnamirim;Rua Tito Rosas;36;11;12174.43;2367577.13;193.87;-8.033928;-34.907609
Parnamirim;Rua Muniz Tavares, 115 - Parnamirim;Rua Muniz Tavares;33;28;13602.85;4114999.19;302.51;-8.034819;-34.90637
Parnamirim;Rua Muniz Tavares, 55 - Parnamirim;Rua Muniz Tavares;26;10;7761.46;1096876.46;141.13;-8.035119;-34.906778
Parnamirim;Rua Engenheiro Clovis Castro, 210 - Parnamirim;Rua Engenheiro Clovis Castro;20;10;8191.89;501462.54;61.22;-8.030583;-34.910584
Parnamirim;Rua Tito Rosas, 152 - Parnamirim;Rua Tito Rosas;20;11;6104.47;1098134.07;178.24;-8.034416;-34.907879
Parnamirim;Rua Engenheiro Clovis Castro, 153 - Parnamirim;Rua Engenheiro Clovis Castro;17;4;9930.9;414856.38;41.91;-8.030777;-34.910425
Parnamirim;Rua Ferreira Lopes, 313 - Parnamirim;Rua Ferreira Lopes;14;7;6917.34;828351.14;119.75;-8.031102;-34.911713
Parnamirim;Rua Ferreira Lopes, 401 - Parnamirim;Rua Ferreira Lopes;13;4;6765.44;1424118.45;220.81;-8.031746;-34.912127
Parnamirim;Rua Muniz Tavares, 25 - Parnamirim;Rua Muniz Tavares;12;4;8387.61;1005003.44;119.82;-8.035476;-34.906812
Parnamirim;Rua Tito Rosas, 113 - Parnamirim;Rua Tito Rosas;12;2;6229.51;1361397.13;218.54;-8.034621;-34.907272
Parnamirim;Avenida Parnamirim, 375 - Parnamirim;Avenida Parnamirim;11;8;6299.73;292275.37;47.13;-8.034216;-34.90983
Parnamirim;Rua Tito Rosas, 60 - Parnamirim;Rua Tito Rosas;11;7;5029.79;552762.19;109.89;-8.034709;-34.907532
Parnamirim;Avenida Flor De Santana, 357 - Parnamirim;Avenida Flor De Santana;10;10;8537.28;435858.14;51.51;-8.034307;-34.913421
Parnamirim;Avenida Flor De Santana, 276 - Parnamirim;Avenida Flor De Santana;9;0;10341.71;1143508.37;110.58;-8.034307;-34.913421
Parnamirim;Avenida Flor De Santana, 317 - Parnamirim;Avenida Flor De Santana;9;3;6418.57;620996.29;96.75;-8.034307;-34.913421
Parnamirim;Rua Muniz Tavares, 81 - Parnamirim;Rua Muniz Tavares;9;4;7091.81;1364238.63;192.6;-8.035001;-34.906538
Parnamirim;Rua Condado, 50 - Parnamirim;Rua Condado;8;2;10675.02;539494.45;52.02;-8.033723;-34.908552
Parnamirim;Avenida Parnamirim, 222 - Parnamirim;Avenida Parnamirim;7;6;4466.65;289438.88;64.8;-8.034481;-34.908271
Parnamirim;Rua Da Estrela, 203 - Parnamirim;Rua Da Estrela;7;3;8223.8;900486.2;109.35;-8.030353;-34.910415
Parnamirim;Rua Mizael Montenegro, 72 - Parnamirim;Rua Mizael Montenegro;7;4;5000.43;471640.63;94.32;-8.032457;-34.908513
Parnamirim;Rua Muniz Tavares, 147 - Parnamirim;Rua Muniz Tavares;7;2;6419.39;1003200.5;165.99;-8.034688;-34.906131
Parnamirim;Rua Virginia Loreto, 126 - Parnamirim;Rua Virginia Loreto;7;3;5397.92;595013.05;110.23;-8.035461;-34.910669
Parnamirim;Rua Virginia Loreto, 203 - Parnamirim;Rua Virginia Loreto;6;5;5214.28;956193.58;183.38;-8.035604;-34.909855
Parnamirim;Rua Abraham Lincoln, 141 - Parnamirim;Rua Abraham Lincoln;5;0;4758.9;607759.17;127.71;-8.031031;-34.91113
Parnamirim;Rua Da Estrela, 105 - Parnamirim;Rua Da Estrela;5;3;6614.08;1909286.0;288.67;-8.030889;-34.909692
Parnamirim;Rua Da Estrela, 25 - Parnamirim;Rua Da Estrela;5;1;5804.5;2169642.69;367.92;-8.031196;-34.909136
Parnamirim;Rua Engenheiro Clovis Castro, 250 - Parnamirim;Rua Engenheiro Clovis Castro;5;5;5838.62;1363084.92;233.46;-8.030295;-34.91087
Parnamirim;Rua Leonardo Bezerra Cavalcanti, 240 - Parnamirim;Rua Leonardo Bezerra Cavalcanti;5;4;8593.16;3313868.32;385.47;-8.036244;-34.90908
Parnamirim;Avenida Parnamirim, 327 - Parnamirim;Avenida Parnamirim;4;1;5733.37;862999.22;150.54;-8.034464;-34.9095
Parnamirim;Rua Condado, 65 - Parnamirim;Rua Condado;4;4;3731.25;1601714.14;429.27;-8.033794;-34.908748
Parnamirim;Rua Doutor Virgilio Mota, 73 - Parnamirim;Rua Doutor Virgilio Mota;4;2;6630.26;351205.05;52.97;-8.03232;-34.914393
Parnamirim;Rua Ferreira Lopes, 223 - Parnamirim;Rua Ferreira Lopes;4;2;5867.06;1264878.94;215.59;-8.030536;-34.91116
Parnamirim;Rua Muniz Tavares, 49 - Parnamirim;Rua Muniz Tavares;4;4;23554.32;5406422.65;229.53;-8.035008;-34.906551
Parnamirim;Rua Muniz Tavares, 71 - Parnamirim;Rua Muniz Tavares;4;4;28706.41;4634076.56;161.43;-8.035008;-34.906551
Parnamirim;Avenida Parnamirim, 134 - Parnamirim;Avenida Parnamirim;3;3;3379.58;6715214.58;1987.0;-8.034925;-34.907672
Parnamirim;Rua Condado, 66 - Parnamirim;Rua Condado;3;3;5833.67;1120940.28;192.15;-8.033501;-34.908507
Parnamirim;Rua Do Marques, 177 - Parnamirim;Rua Do Marques;3;0;3995.37;632335.77;153.48;-8.033744;-34.913751
Parnamirim;Rua Mizael Montenegro, 55 - Parnamirim;Rua Mizael Montenegro;3;0;6026.96;815738.35;134.9;-8.032304;-34.909066
Parnamirim;Avenida Flor De Santana, 342 - Parnamirim;Avenida Flor De Santana;2;0;4820.77;854770.84;177.31;-8.034307;-34.913421
Parnamirim;Rua Do Marques, 75 - Parnamirim;Rua Do Marques;2;2;3892.31;715795.58;183.9;-8.032924;-34.9132
Parnamirim;Avenida Parnamirim, 278 - Parnamirim;Avenida Parnamirim;1;0;4589.1;363456.98;79.2;-8.034113;-34.908765
Parnamirim;Rua Albino Meira, 81 - Parnamirim;Rua Albino Meira;1;1;7630.87;1039171.26;136.18;-8.032079;-34.90835
Parnamirim;Rua Condado, 77 - Parnamirim;Rua Condado;1;1;4324.84;2168172.01;501.33;-8.033723;-34.908841
Parnamirim;Rua Da Estrela, 77 - Parnamirim;Rua Da Estrela;1;1;6252.65;990044.03;158.34;-8.03103;-34.909486
Parnamirim;Rua Desembargador Gois Cavalcante, 303 - Parnamirim;Rua Desembargador Gois Cavalcante;1;0;5848.54;378985.18;64.8;-8.032003;-34.909157
Parnamirim;Rua Do Marques, 133 - Parnamirim;Rua Do Marques;1;0;3937.26;1991545.77;505.82;-8.033327;-34.913447
Parnamirim;Rua Do Marques, 43 - Parnamirim;Rua Do Marques;1;0;5055.69;828122.68;163.8;-8.03272;-34.913033
Parnamirim;Rua Do Marques, 50 - Parnamirim;Rua Do Marques;1;0;4723.26;2103031.94;445.25;-8.033242;-34.913407
Parnamirim;Rua Ferreira Lopes, 249 - Parnamirim;Rua Ferreira Lopes;1;1;7860.11;1975246.66;251.3;-8.030719;-34.911406
Parnamirim;Rua Joao Da Silva Teles, 95 - Parnamirim;Rua Joao Da Silva Teles;1;0;5652.35;659233.16;116.63;-8.033451;-34.911727
Parnamirim;Rua Major Joaquim Cavalcanti, 15 - Parnamirim;Rua Major Joaquim Cavalcanti;1;0;3603.46;2254831.88;625.74;-8.033642;-34.909667
Parnamirim;Rua Mizael Montenegro, 71 - Parnamirim;Rua Mizael Montenegro;1;0;4410.42;807812.29;183.16;-8.032304;-34.909066
Parnamirim;Rua Professor Andrade Bezerra, 120 - Parnamirim;Rua Professor Andrade Bezerra;1;0;5712.24;919670.66;161.0;-8.033467;-34.912613
Parnamirim;Rua Professor Andrade Bezerra, 148 - Parnamirim;Rua Professor Andrade Bezerra;1;0;2389.2;1135445.35;475.24;-8.03368;-34.912764
Parnamirim;Rua Professor Andrade Bezerra, 157 - Parnamirim;Rua Professor Andrade Bezerra;1;0;7734.48;1981574.86;256.2;-8.033361;-34.912535
Parnamirim;Rua Professor Andrade Bezerra, 179 - Parnamirim;Rua Professor Andrade Bezerra;1;0;10848.99;1345274.21;124.0;-8.033361;-34.912535
Parnamirim;Rua Professor Andrade Bezerra, 191 - Parnamirim;Rua Professor Andrade Bezerra;1;0;4045.83;1029461.3;254.45;-8.033361;-34.912535
Parnamirim;Rua Professor Andrade Bezerra, 52 - Parnamirim;Rua Professor Andrade Bezerra;1;0;4258.46;1123808.13;263.9;-8.032935;-34.912228
Parnamirim;Rua Tito Rosas, 83 - Parnamirim;Rua Tito Rosas;1;0;6690.61;1403221.57;209.73;-8.034302;-34.907166
Parnamirim;Rua Tito Rosas, 90 - Parnamirim;Rua Tito Rosas;1;0;2539.54;2285459.27;899.95;-8.033928;-34.907609
Parnamirim;Rua Virginia Loreto, 173 - Parnamirim;Rua Virginia Loreto;1;0;8815.67;1081506.36;122.68;-8.035373;-34.910226
Parnamirim;Rua Virginia Loreto, 187 - Parnamirim;Rua Virginia Loreto;1;0;4020.32;689323.96;171.46;-8.035458;-34.910101
Passarinho;4Tr Pereira Barreto, 80 - Passarinho;4Tr Pereira Barreto;3;0;4493.47;216913.84;48.27;-8.0578;-34.8829
Passarinho;Rua Corrego Da Bica, 450 - Passarinho;Rua Corrego Da Bica;1;0;3450.72;241550.58;70.0;-8.0578;-34.8829
Passarinho;Rua Pereira Barreto, 2016 - Passarinho;Rua Pereira Barreto;1;0;1684.88;1197579.9;710.78;-8.0578;-34.8829
Passarinho;Rua Pereira Barreto, 310 - Passarinho;Rua Pereira Barreto;1;0;2073.53;132187.47;63.75;-8.0578;-34.8829
Pina;Avenida Republica Do Libano, 251 - Pina;Avenida Republica Do Libano;591;316;7208.46;536894.25;82.21;-8.085739;-34.894199
Pina;Avenida Boa Viagem, 420 - Pina;Avenida Boa Viagem;310;220;11507.18;644494.2;56.02;-8.095212;-34.883499
Pina;Avenida Republica Do Libano, 540 - Pina;Avenida Republica Do Libano;104;84;7168.73;329355.79;46.52;-8.085741;-34.894196
Pina;Rua Marques De Alegrete, 99 - Pina;Rua Marques De Alegrete;63;35;9088.62;672600.59;74.0;-8.086588;-34.889982
Pina;Rua Tome Gibson, 146 - Pina;Rua Tome Gibson;62;34;11646.92;648186.14;55.65;-8.098975;-34.885543
Pina;Avenida Boa Viagem, 826 - Pina;Avenida Boa Viagem;61;37;18551.27;3464178.58;187.78;-8.098775;-34.884458
Pina;Rua Pereira Da Costa, 81 - Pina;Rua Pereira Da Costa;47;18;13848.42;1936540.0;139.83;-8.0959;-34.883842
Pina;Rua Alcides Carneiro Leal, 71 - Pina;Rua Alcides Carneiro Leal;46;24;7053.26;274886.19;43.77;-8.096356;-34.884022
Pina;Rua Atlantico, 69 - Pina;Rua Atlantico;43;21;9335.77;422535.99;46.18;-8.098242;-34.884436
Pina;Rua Capitao Rebelinho, 592 - Pina;Rua Capitao Rebelinho;43;27;11973.82;1518935.72;126.91;-8.096074;-34.884463
Pina;Avenida Boa Viagem, 848 - Pina;Avenida Boa Viagem;33;23;11766.69;524585.6;44.6;-8.099026;-34.884415
Pina;Rua Capitao Rebelinho, 720 - Pina;Rua Capitao Rebelinho;32;21;10281.87;342902.97;33.35;-8.097144;-34.88478
Pina;Avenida Engenheiro Domingos Ferreira, 890 - Pina;Avenida Engenheiro Domingos Ferreira;31;26;7246.43;273602.25;37.51;-8.097489;-34.886563
Pina;Rua Arquiteto Augusto Reinaldo, 98 - Pina;Rua Arquiteto Augusto Reinaldo;30;30;3789.33;317811.5;83.87;-8.084945;-34.888256
Pina;Rua Capitao Rebelinho, 600 - Pina;Rua Capitao Rebelinho;30;18;11946.24;1458399.94;122.08;-8.091784;-34.883122
Pina;Rua Atlantico, 86 - Pina;Rua Atlantico;29;11;8890.71;858820.36;96.63;-8.097661;-34.884369
Pina;Rua Capitao Rebelinho, 679 - Pina;Rua Capitao Rebelinho;26;17;10766.17;1274715.04;118.4;-8.097139;-34.884237
Pina;Rua Jose Rodrigues, 85 - Pina;Rua Jose Rodrigues;23;0;2552.95;90650.75;35.51;-8.094189;-34.890588
Pina;Avenida Boa Viagem, 634 - Pina;Avenida Boa Viagem;21;20;17250.83;4606661.78;267.04;-8.097288;-34.883797
Pina;Avenida Boa Viagem, 158 - Pina;Avenida Boa Viagem;14;11;7097.3;147481.87;20.78;-8.092958;-34.882858
Pina;Avenida Boa Viagem, 462 - Pina;Avenida Boa Viagem;14;9;15312.0;2883138.42;188.34;-8.095676;-34.883334
Pina;Rua Vicencia, 94 - Pina;Rua Vicencia;14;10;9105.57;428454.0;47.14;-8.096566;-34.884148
Pina;Rua Marques De Alegrete, 59 - Pina;Rua Marques De Alegrete;13;3;7918.37;596172.83;75.29;-8.086343;-34.890244
Pina;Rua Nogueira De Souza, 326 - Pina;Rua Nogueira De Souza;13;4;8149.81;785232.85;96.35;-8.086893;-34.889399
Pina;Avenida Antonio De Goes, 275 - Pina;Avenida Antonio De Goes;12;9;5363.28;192564.59;79.85;-8.088702;-34.884067
Pina;Rua Arquiteto Augusto Reinaldo, 193 - Pina;Rua Arquiteto Augusto Reinaldo;11;7;4395.07;371253.46;84.48;-8.085944;-34.888765
Pina;Rua Nogueira De Souza, 305 - Pina;Rua Nogueira De Souza;11;4;4437.82;277904.35;59.57;-8.086645;-34.889087
Pina;Avenida Boa Viagem, 344 - Pina;Avenida Boa Viagem;10;6;10689.4;557147.94;52.49;-8.094584;-34.883414
Pina;Avenida Consul Joseph Noujaim, 165 - Pina;Avenida Consul Joseph Noujaim;9;4;5238.21;205276.89;39.18;-8.086398;-34.889041
Pina;Rua Pereira Da Costa, 41 - Pina;Rua Pereira Da Costa;9;3;7792.21;318423.96;42.8;-8.09595;-34.883412
Pina;Avenida Boa Viagem, 306 - Pina;Avenida Boa Viagem;8;2;10915.43;1634927.03;148.84;-8.094307;-34.88301
Pina;Avenida Boa Viagem, 440 - Pina;Avenida Boa Viagem;8;2;7680.06;500433.01;65.16;-8.095504;-34.883353
Pina;Rua Arquiteto Augusto Reinaldo, 58 - Pina;Rua Arquiteto Augusto Reinaldo;8;2;4311.86;195599.08;44.8;-8.084741;-34.888038
Pina;Rua Estudante Jeremias Bastos, 284 - Pina;Rua Estudante Jeremias Bastos;8;3;6670.31;467175.19;70.02;-8.091657;-34.884215
Pina;Avenida Boa Viagem, 882 - Pina;Avenida Boa Viagem;7;5;22556.15;5280158.25;231.17;-8.114029;-34.891954
Pina;Avenida Conselheiro Aguiar, 65 - Pina;Avenida Conselheiro Aguiar;7;4;7126.99;287624.84;40.76;-8.091069;-34.883406
Pina;Rua Cacilda Iolanda Porciuncula, 235 - Pina;Rua Cacilda Iolanda Porciuncula;7;5;10354.61;2704210.96;261.16;-8.084357;-34.886042
Pina;Avenida Boa Viagem, 110 - Pina;Avenida Boa Viagem;5;3;15535.64;3454505.57;222.36;-8.092536;-34.882699
Pina;Avenida Boa Viagem, 178 - Pina;Avenida Boa Viagem;5;4;15705.84;3014422.1;191.93;-8.093118;-34.882952
Pina;Rua Nogueira De Souza, 234 - Pina;Rua Nogueira De Souza;5;4;5382.19;447047.22;82.9;-8.08625;-34.888901
Pina;Avenida Boa Viagem, 130 - Pina;Avenida Boa Viagem;4;2;13224.65;834008.27;63.12;-8.092778;-34.883026
Pina;Avenida Engenheiro Domingos Ferreira, 636 - Pina;Avenida Engenheiro Domingos Ferreira;4;1;4437.06;226805.44;51.77;-8.095644;-34.886215
Pina;Rua Barao De Santo Angelo, 55 - Pina;Rua Barao De Santo Angelo;4;1;5753.29;473495.68;82.3;-8.087045;-34.890551
Pina;Rua Manoel De Brito, 462 - Pina;Rua Manoel De Brito;4;4;5633.18;2073912.79;368.16;-8.087728;-34.889312
Pina;Rua Tome Gibson, 315 - Pina;Rua Tome Gibson;4;2;5656.88;193950.65;34.8;-8.098757;-34.88703
Pina;Rua Vicencia, 120 - Pina;Rua Vicencia;4;0;11074.63;1120410.5;101.17;-8.096566;-34.884148
Pina;Avenida Consul Joseph Noujaim, 356 - Pina;Avenida Consul Joseph Noujaim;3;1;3699.73;178955.34;48.44;-8.088056;-34.888197
Pina;Rua Arquiteto Augusto Reinaldo, 115 - Pina;Rua Arquiteto Augusto Reinaldo;3;2;4609.53;184381.28;40.0;-8.085325;-34.888109
Pina;Rua Jose Rodrigues, 115 - Pina;Rua Jose Rodrigues;3;0;2542.8;90650.75;35.65;-8.094189;-34.890588
Pina;Rua Marques De Alegrete, 137 - Pina;Rua Marques De Alegrete;3;2;8875.86;550782.8;62.1;-8.086869;-34.889768
Pina;Avenida Antonio De Goes, 62 - Pina;Avenida Antonio De Goes;2;0;6160.98;10067844.94;1526.8;-8.084603;-34.888382
Pina;Avenida Republica Do Libano, 511 - Pina;Avenida Republica Do Libano;2;0;14119.72;2585021.0;223.38;-8.087347;-34.890983
Pina;Rua Alexandrino Martins Rodrigues, 218 - Pina;Rua Alexandrino Martins Rodrigues;2;2;6516.8;3734648.2;573.08;-8.099708;-34.889079
Pina;Rua Arquiteto Augusto Reinaldo, 80 - Pina;Rua Arquiteto Augusto Reinaldo;2;2;2028.36;129814.8;64.0;-8.084842;-34.888147
Pina;Rua Capitao Rebelinho, 300 - Pina;Rua Capitao Rebelinho;2;0;11338.49;467985.66;44.17;-8.093543;-34.883701
Pina;Rua Capitao Rebelinho, 677 - Pina;Rua Capitao Rebelinho;2;2;6347.03;614709.6;96.85;-8.096944;-34.88427
Pina;Rua Estudante Jeremias Bastos, 182 - Pina;Rua Estudante Jeremias Bastos;2;2;10157.82;3011285.22;296.45;-8.091657;-34.884215
Pina;Rua Pereira Da Costa, 307 - Pina;Rua Pereira Da Costa;2;2;6488.22;239804.65;36.96;-8.09595;-34.883412
Pina;Rua Tome Gibson, 308 - Pina;Rua Tome Gibson;2;2;8439.48;1452942.19;172.16;-8.098395;-34.886902
Pina;Rua Tome Gibson, 483 - Pina;Rua Tome Gibson;2;2;3938.0;282551.74;71.75;-8.097967;-34.888774
