bairro_padronizado;endereco_edificio;logradouro_canonico;total_transacoes;total_revendas;m2_privativo_medio;valor_medio_corrigido;area_privativa_media;latitude;longitude
Afogados;Rua Cabedelo, 195 - Afogados;Rua Cabedelo;1;0;1377.78;170431.85;123.7;-8.074989;-34.911309
Afogados;Rua Conselheiro Furtado, 116 - Afogados;Rua Conselheiro Furtado;1;0;1266.59;202653.68;160.0;-8.077123;-34.910531
Afogados;Rua Conselheiro Furtado, 79 - Afogados;Rua Conselheiro Furtado;1;0;3185.09;160528.63;50.4;-8.077453;-34.910765
Afogados;Rua Coroata, 26 - Afogados;Rua Coroata;1;0;2222.36;277484.3;124.86;-8.069692;-34.91367
Afogados;Rua Coroata, 42 - Afogados;Rua Coroata;1;0;2580.82;250855.92;97.2;-8.069768;-34.913701
Afogados;Rua Coronel Alfredo Duarte, 350 - Afogados;Rua Coronel Alfredo Duarte;1;0;2302.7;220598.85;95.8;-8.07054;-34.910742
Afogados;Rua Coronel Alfredo Duarte, 381 - Afogados;Rua Coronel Alfredo Duarte;1;0;1272.06;1650114.08;1297.2;-8.070691;-34.911329
Afogados;Rua Coronel Alfredo Duarte, 382 - Afogados;Rua Coronel Alfredo Duarte;1;0;3992.36;1397327.04;350.0;-8.070324;-34.911057
Afogados;Rua Coronel Alfredo Duarte, 462 - Afogados;Rua Coronel Alfredo Duarte;1;0;4952.68;1247579.87;251.9;-8.070065;-34.911689
Afogados;Rua Coronel Alfredo Duarte, 497 - Afogados;Rua Coronel Alfredo Duarte;1;0;5945.31;318668.81;53.6;-8.070311;-34.912106
Afogados;Rua Coronel Alfredo Duarte, 511 - Afogados;Rua Coronel Alfredo Duarte;1;0;1801.77;665266.83;369.23;-8.070251;-34.912225
Afogados;Rua Coronel Alfredo Duarte, 557 - Afogados;Rua Coronel Alfredo Duarte;1;0;2243.31;187540.65;83.6;-8.070035;-34.912665
Afogados;Rua Coronel Alfredo Duarte, 571 - Afogados;Rua Coronel Alfredo Duarte;1;0;2800.79;222663.07;79.5;-8.069974;-34.912784
Afogados;Rua Coronel Alfredo Duarte, 639 - Afogados;Rua Coronel Alfredo Duarte;1;0;2534.15;879350.9;347.0;-8.069489;-34.913731
Afogados;Rua Coronel Alfredo Duarte, 641 - Afogados;Rua Coronel Alfredo Duarte;1;0;1976.58;394268.17;199.47;-8.069453;-34.913806
Afogados;Rua Coronel Alfredo Duarte, 664 - Afogados;Rua Coronel Alfredo Duarte;1;0;1723.17;365795.02;212.28;-8.069068;-34.91386
Afogados;Rua Coronel Oliveira, 155 - Afogados;Rua Coronel Oliveira;1;0;4610.75;185121.63;40.15;-8.069889;-34.913102
Afogados;Rua Do Despacho, 106 - Afogados;Rua Do Despacho;1;0;1381.75;286104.89;207.06;-8.081253;-34.91086
Afogados;Rua Escritor Alvaro Lins, 25 - Afogados;Rua Escritor Alvaro Lins;1;0;2482.78;144944.48;58.38;-8.069819;-34.911578
Afogados;Rua Escritor Alvaro Lins, 273 - Afogados;Rua Escritor Alvaro Lins;1;0;3445.64;270826.97;78.6;-8.068605;-34.913541
Afogados;Rua Escritor Alvaro Lins, 279 - Afogados;Rua Escritor Alvaro Lins;1;0;5901.08;265548.77;45.0;-8.068546;-34.913556
Afogados;Rua Escritor Alvaro Lins, 70 - Afogados;Rua Escritor Alvaro Lins;1;0;1711.9;123633.68;72.22;-8.069291;-34.911812
Afogados;Rua Felix Peixoto, 142 - Afogados;Rua Felix Peixoto;1;0;2618.31;205536.99;78.5;-8.074161;-34.906231
Afogados;Rua Felix Peixoto, 32 - Afogados;Rua Felix Peixoto;1;0;2381.19;159539.81;67.0;-8.075178;-34.906063
Afogados;Rua Firmino De Figueiredo, 106 - Afogados;Rua Firmino De Figueiredo;1;0;2066.37;465636.73;225.34;-8.07489;-34.906556
Afogados;Rua Gaspar Drumond, 15 - Afogados;Rua Gaspar Drumond;1;0;2166.43;277498.51;128.09;-8.075689;-34.90679
Afogados;Rua General Carlos Lira, 154 - Afogados;Rua General Carlos Lira;1;0;2158.04;161205.78;74.7;-8.078918;-34.910312
Afogados;Rua Jandaia, 69 - Afogados;Rua Jandaia;1;0;1499.67;263371.97;175.62;-8.072087;-34.913359
Afogados;Rua Joinvile, 234 - Afogados;Rua Joinvile;1;0;2496.48;2521449.3;1010.0;-8.07074;-34.911643
Afogados;Rua Jornalista Givanildo Alves, 46 - Afogados;Rua Jornalista Givanildo Alves;1;0;1507.79;1107322.09;734.4;-8.072867;-34.906575
Afogados;Rua Lidia Guimaraes, 39 - Afogados;Rua Lidia Guimaraes;1;0;2192.49;205217.46;93.6;-8.07547;-34.915052
Afogados;Rua Major Justino Da Silveira, 11 - Afogados;Rua Major Justino Da Silveira;1;0;2257.03;518890.94;229.9;-8.071461;-34.91097
Afogados;Rua Major Justino Da Silveira, 115 - Afogados;Rua Major Justino Da Silveira;1;0;3553.79;234407.9;65.96;-8.07066;-34.910493
Afogados;Rua Major Justino Da Silveira, 202 - Afogados;Rua Major Justino Da Silveira;1;0;741.53;164850.61;222.31;-8.070341;-34.910006
Afogados;Rua Major Justino Da Silveira, 215 - Afogados;Rua Major Justino Da Silveira;1;0;1268.09;392891.14;309.83;-8.070068;-34.910277
Afogados;Rua Major Justino Da Silveira, 234 - Afogados;Rua Major Justino Da Silveira;1;0;3309.81;1276131.42;385.56;-8.070264;-34.910369
Afogados;Rua Major Justino Da Silveira, 244 - Afogados;Rua Major Justino Da Silveira;1;0;4180.59;755891.8;180.81;-8.070364;-34.910421
Afogados;Rua Major Justino Da Silveira, 31 - Afogados;Rua Major Justino Da Silveira;1;0;2814.03;420781.42;149.53;-8.071246;-34.910861
Afogados;Rua Major Justino Da Silveira, 45 - Afogados;Rua Major Justino Da Silveira;1;0;1820.31;450471.86;247.47;-8.071148;-34.910812
Afogados;Rua Manoel Rodrigues Do Passo, 29 - Afogados;Rua Manoel Rodrigues Do Passo;1;0;2060.6;2742969.91;1331.15;-8.082034;-34.91739
Afogados;Rua Manoel Rodrigues Do Passo, 615 - Afogados;Rua Manoel Rodrigues Do Passo;1;0;1980.23;152596.26;77.06;-8.082261;-34.921224
Afogados;Rua Manuel Padilha, 108 - Afogados;Rua Manuel Padilha;1;0;1531.26;312883.29;204.33;-8.07696;-34.912134
Afogados;Rua Manuel Padilha, 60 - Afogados;Rua Manuel Padilha;1;0;3895.85;252061.72;64.7;-8.077394;-34.912236
Afogados;Rua Motocolombo, 124 - Afogados;Rua Motocolombo;1;0;2809.23;539372.59;192.0;-8.081158;-34.906411
Afogados;Rua Motocolombo, 167 - Afogados;Rua Motocolombo;1;0;699.21;3615884.99;5171.39;-8.08158;-34.90581
Afogados;Rua Napoleao Teixeira De Macedo, 80 - Afogados;Rua Napoleao Teixeira De Macedo;1;0;2497.04;434160.02;173.87;-8.07949;-34.912199
Afogados;Rua Olegario Mariano, 45 - Afogados;Rua Olegario Mariano;1;0;3070.25;171934.26;56.0;-8.081704;-34.921818
Afogados;Rua Piraja, 203 - Afogados;Rua Piraja;1;1;2829.33;446213.48;157.71;-8.076151;-34.912103
Afogados;Rua Piraja, 216 - Afogados;Rua Piraja;1;0;2824.04;719960.13;254.94;-8.075813;-34.912228
Afogados;Rua Professor Augusto Wanderley Filho, 110 - Afogados;Rua Professor Augusto Wanderley Filho;1;1;2462.0;455470.18;185.0;-8.082333;-34.907576
Afogados;Rua Professor Augusto Wanderley Filho, 124 - Afogados;Rua Professor Augusto Wanderley Filho;1;0;7009.16;252329.6;36.0;-8.082271;-34.907732
Afogados;Rua Rio Araguaia, 147 - Afogados;Rua Rio Araguaia;1;0;3306.57;189532.62;57.32;-8.074195;-34.906082
Afogados;Rua Rio Araguaia, 186 - Afogados;Rua Rio Araguaia;1;0;2852.84;825498.56;289.36;-8.073569;-34.905888
Afogados;Rua Rio Araguaia, 277 - Afogados;Rua Rio Araguaia;1;0;1890.18;1241902.91;657.03;-8.072778;-34.906375
Afogados;Rua Terezinha Lima, 175 - Afogados;Rua Terezinha Lima;1;0;1816.28;320500.36;176.46;-8.082463;-34.920058
Afogados;Rua Terezinha Lima, 26 - Afogados;Rua Terezinha Lima;1;0;4041.51;278055.62;68.8;-8.081119;-34.920436
Afogados;Rua Terezinha Lima, 60 - Afogados;Rua Terezinha Lima;1;0;2397.22;624620.71;260.56;-8.081593;-34.920444
Afogados;Rua Tres De Agosto, 91 - Afogados;Rua Tres De Agosto;1;0;4127.14;150227.78;36.4;-8.075137;-34.908334
Afogados;Rua Ver Francisco De P S Chico Da Manola, 123 - Afogados;Rua Ver Francisco De P S Chico Da Manola;1;0;2190.97;549867.35;250.97;-8.079823;-34.919956
Afogados;Rua Vinte E Um De Abril, 102 - Afogados;Rua Vinte E Um De Abril;1;1;5802.53;1462296.08;252.01;-8.077037;-34.908914
Afogados;Rua Vinte E Um De Abril, 50 - Afogados;Rua Vinte E Um De Abril;1;1;5537.48;120440.1;21.75;-8.077141;-34.908308
Afogados;Rua Vinte E Um De Dezembro, 13 - Afogados;Rua Vinte E Um De Dezembro;1;0;3724.71;171560.11;46.06;-8.078529;-34.912394
Agua Fria;Rua Zeferino Agra, 669 - Agua Fria;Rua Zeferino Agra;21;1;6675.1;442740.17;66.32;-8.023078;-34.889052
Agua Fria;Rua Sao Bento, 84 - Agua Fria;Rua Sao Bento;8;2;4947.61;379096.96;76.58;-8.021162;-34.891932
Agua Fria;Rua Barao De Melgaco, 140 - Agua Fria;Rua Barao De Melgaco;6;4;6548.49;441110.71;67.21;-8.022256;-34.895726
Agua Fria;Rua Do Machado, 776 - Agua Fria;Rua Do Machado;5;4;4830.91;226714.42;46.93;-8.025013;-34.890563
Agua Fria;Rua Major Pajuaba, 100 - Agua Fria;Rua Major Pajuaba;4;2;4390.09;250762.03;57.12;-8.021162;-34.891932
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 2115 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;3;3;4835.45;452114.87;93.5;-8.012544;-34.890034
Agua Fria;Rua Antonio Ferreira, 153 - Agua Fria;Rua Antonio Ferreira;3;3;4002.31;232054.35;57.98;-8.02079;-34.891966
Agua Fria;Rua Raul Pompeia, 584 - Agua Fria;Rua Raul Pompeia;3;0;5063.71;241603.4;47.71;-8.021471;-34.896117
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 1728 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;2;2;2661.09;1660519.75;624.0;-8.012544;-34.890034
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 1781 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;2;2;5522.59;1767229.22;320.0;-8.021598;-34.894426
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 1888 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;2;0;3743.88;100975.44;27.75;-8.012544;-34.890034
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 1947 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;2;2;6146.35;1044879.2;170.0;-8.020072;-34.89476
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 1951 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;2;2;3557.41;1165977.27;327.76;-8.012544;-34.890034
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 2041 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;2;2;7336.33;1056431.68;144.0;-8.012544;-34.890034
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 2175 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;2;2;12498.02;1599747.5;128.0;-8.012544;-34.890034
Agua Fria;Rua Alegre, 167 - Agua Fria;Rua Alegre;2;2;6967.28;885610.53;127.11;-8.019417;-34.892739
Agua Fria;Rua Alegre, 433 - Agua Fria;Rua Alegre;2;2;24205.94;1016891.24;42.01;-8.019417;-34.892739
Agua Fria;Rua Belo Jardim, 199 - Agua Fria;Rua Belo Jardim;2;2;2644.94;292820.64;110.71;-8.021162;-34.891932
Agua Fria;Rua Bom Conselho, 550 - Agua Fria;Rua Bom Conselho;2;2;3423.6;366051.77;106.92;-8.021162;-34.891932
Agua Fria;Rua Do Machado, 647 - Agua Fria;Rua Do Machado;2;2;2676.81;495210.64;185.0;-8.025013;-34.890563
Agua Fria;Rua Guaruja, 842 - Agua Fria;Rua Guaruja;2;2;2687.22;144035.01;53.6;-8.021162;-34.891932
Agua Fria;Rua Major Pajuaba, 52 - Agua Fria;Rua Major Pajuaba;2;2;3332.56;262139.41;78.66;-8.021162;-34.891932
Agua Fria;Rua Raul Pompeia, 502 - Agua Fria;Rua Raul Pompeia;2;2;3526.21;409393.2;116.1;-8.021827;-34.895488
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 1795 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;1;1;4182.86;577235.02;138.0;-8.021478;-34.894441
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 1984 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;1;0;2340.37;2811768.05;1201.42;-8.012544;-34.890034
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 2107 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;1;0;0.02;1.74;85.08;-8.012544;-34.890034
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 2202 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;1;0;9517.35;779375.6;81.89;-8.012544;-34.890034
Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube, 2290 - Agua Fria;Avenida Beberibe Santa Cruz Futebol Clube;1;0;2962.66;349920.03;118.11;-8.012544;-34.890034
Agua Fria;Rua Abdon Lima, 97 - Agua Fria;Rua Abdon Lima;1;0;1966.55;190854.06;97.05;-8.021162;-34.891932
Agua Fria;Rua Alegre, 131 - Agua Fria;Rua Alegre;1;0;3570.31;409871.34;114.8;-8.019417;-34.892739
Agua Fria;Rua Belo Jardim, 123 - Agua Fria;Rua Belo Jardim;1;0;4669.47;442198.78;94.7;-8.021162;-34.891932
Agua Fria;Rua Belo Jardim, 138 - Agua Fria;Rua Belo Jardim;1;0;3950.69;418773.4;106.0;-8.021162;-34.891932
Agua Fria;Rua Belo Jardim, 323 - Agua Fria;Rua Belo Jardim;1;0;3361.38;584880.94;174.0;-8.021162;-34.891932
Agua Fria;Rua Belo Jardim, 492 - Agua Fria;Rua Belo Jardim;1;0;2569.04;283878.69;110.5;-8.021162;-34.891932
Agua Fria;Rua Bom Conselho, 530 - Agua Fria;Rua Bom Conselho;1;0;6638.61;418232.15;63.0;-8.021162;-34.891932
Agua Fria;Rua Corrego Do Deodato, 109 - Agua Fria;Rua Corrego Do Deodato;1;0;0.02;1.46;62.0;-8.021162;-34.891932
Agua Fria;Rua Corrego Do Deodato, 138 - Agua Fria;Rua Corrego Do Deodato;1;0;2245.34;114512.44;51.0;-8.021162;-34.891932
Agua Fria;Rua Das Mocas, 927 - Agua Fria;Rua Das Mocas;1;0;3208.87;185954.3;57.95;-8.022549;-34.887069
Agua Fria;Rua Do Machado, 531 - Agua Fria;Rua Do Machado;1;0;6981.04;269188.78;38.56;-8.025013;-34.890563
Agua Fria;Rua Do Machado, 565 - Agua Fria;Rua Do Machado;1;0;3707.2;567090.33;152.97;-8.025013;-34.890563
Agua Fria;Rua Herculandia, 124 - Agua Fria;Rua Herculandia;1;0;4643.33;215450.36;46.4;-8.022079;-34.887386
Agua Fria;Rua Joao Candido, 184 - Agua Fria;Rua Joao Candido;1;0;5015.51;185573.93;37.0;-8.021162;-34.891932
Agua Fria;Rua Joao Xavier Pedrosa, 32 - Agua Fria;Rua Joao Xavier Pedrosa;1;0;2574.26;336584.79;130.75;-8.021162;-34.891932
Agua Fria;Rua Joao Xavier Pedrosa, 56 - Agua Fria;Rua Joao Xavier Pedrosa;1;0;3339.86;396174.64;118.62;-8.021162;-34.891932
Agua Fria;Rua Joaquim Goncalves Torreiro, 50 - Agua Fria;Rua Joaquim Goncalves Torreiro;1;0;3472.39;276054.81;79.5;-8.021162;-34.891932
Agua Fria;Rua Major Pajuaba, 117 - Agua Fria;Rua Major Pajuaba;1;0;4758.68;266486.1;56.0;-8.021162;-34.891932
Agua Fria;Rua Major Pajuaba, 158 - Agua Fria;Rua Major Pajuaba;1;0;3653.56;429146.78;117.46;-8.021162;-34.891932
Agua Fria;Rua Major Pajuaba, 166 - Agua Fria;Rua Major Pajuaba;1;0;4897.86;342849.97;70.0;-8.021162;-34.891932
Agua Fria;Rua Major Pajuaba, 45 - Agua Fria;Rua Major Pajuaba;1;0;3526.19;303111.6;85.96;-8.021162;-34.891932
Agua Fria;Rua Nazare, 208 - Agua Fria;Rua Nazare;1;0;2533.27;321370.17;126.86;-8.021162;-34.891932
Agua Fria;Rua Professora Lourdes Dutra, 246 - Agua Fria;Rua Professora Lourdes Dutra;1;0;2933.69;444600.73;151.55;-8.021162;-34.891932
Agua Fria;Rua Professora Lourdes Dutra, 93 - Agua Fria;Rua Professora Lourdes Dutra;1;0;2924.42;242990.36;83.09;-8.021162;-34.891932
Agua Fria;Rua Raul Pompeia, 409 - Agua Fria;Rua Raul Pompeia;1;0;6248.59;525818.69;84.15;-8.022803;-34.895344
Agua Fria;Rua Raul Pompeia, 428 - Agua Fria;Rua Raul Pompeia;1;0;4136.52;499071.42;120.65;-8.023374;-34.895422
Agua Fria;Rua Raul Pompeia, 463 - Agua Fria;Rua Raul Pompeia;1;0;5365.75;1012355.76;188.67;-8.022342;-34.895455
Agua Fria;Rua Rodrigues Alves, 128 - Agua Fria;Rua Rodrigues Alves;1;0;2435.69;91338.2;37.5;-8.021162;-34.891932
Agua Fria;Rua Sao Bento, 94 - Agua Fria;Rua Sao Bento;1;1;5977.47;858365.11;143.6;-8.021162;-34.891932
Alto Do Mandu;Rua Jaguarana, 41 - Alto Do Mandu;Rua Jaguarana;2;2;2856.96;594961.24;208.25;-8.020958;-34.928613
Alto Do Mandu;Rua Massaranduba, 144 - Alto Do Mandu;Rua Massaranduba;2;2;3271.54;1158125.14;354.0;-8.020877;-34.931237
Alto Do Mandu;Rua Aroeira, 175 - Alto Do Mandu;Rua Aroeira;1;0;2004.94;156385.06;78.0;-8.021491;-34.92895
Alto Do Mandu;Rua Bacuri, 163 - Alto Do Mandu;Rua Bacuri;1;0;2802.24;410695.6;146.56;-8.020689;-34.927993
Alto Do Mandu;Rua Jaguarana, 16 - Alto Do Mandu;Rua Jaguarana;1;0;9676.76;585443.97;60.5;-8.020585;-34.92848
Alto Do Mandu;Rua Jaguarana, 187 - Alto Do Mandu;Rua Jaguarana;1;0;2750.99;885296.35;321.81;-8.021062;-34.930052
Alto Do Mandu;Rua Jaguarana, 213 - Alto Do Mandu;Rua Jaguarana;1;0;2205.31;335140.95;151.97;-8.020997;-34.929834
Alto Do Mandu;Rua Massaranduba, 121 - Alto Do Mandu;Rua Massaranduba;1;0;1313.93;204644.45;155.75;-8.02019;-34.929935
Alto Jose Bonifacio;Rua Corrego Do Euclides, 123 - Alto Jose Bonifacio;Rua Corrego Do Euclides;1;0;2812.61;146255.96;52.0;-8.0578;-34.8829
Alto Jose Bonifacio;Rua Odalisca, 58 - Alto Jose Bonifacio;Rua Odalisca;1;0;2196.6;239429.07;109.0;-8.0578;-34.8829
Alto Jose Do Pinho;Rua Manoel Apolinario, 57 - Alto Jose Do Pinho;Rua Manoel Apolinario;7;2;4674.44;313379.34;67.09;-8.0578;-34.8829
Alto Jose Do Pinho;Rua Manoel Apolinario, 117 - Alto Jose Do Pinho;Rua Manoel Apolinario;2;0;4324.47;234455.14;54.28;-8.0578;-34.8829
Alto Jose Do Pinho;Rua Arlindo Cisneiros, 74 - Alto Jose Do Pinho;Rua Arlindo Cisneiros;1;0;4080.53;326442.71;80.0;-8.0578;-34.8829
Alto Jose Do Pinho;Rua Cabo Epitacio Lucena, 95 - Alto Jose Do Pinho;Rua Cabo Epitacio Lucena;1;0;8912.2;472346.51;53.0;-8.0578;-34.8829
Alto Jose Do Pinho;Rua Costa Dias, 79 - Alto Jose Do Pinho;Rua Costa Dias;1;0;2148.41;100975.44;47.0;-8.0578;-34.8829
Alto Jose Do Pinho;Rua Manoel Apolinario, 118 - Alto Jose Do Pinho;Rua Manoel Apolinario;1;0;4188.05;586327.08;140.0;-8.0578;-34.8829
Alto Jose Do Pinho;Rua Maragogi, 133 - Alto Jose Do Pinho;Rua Maragogi;1;1;11141.69;1615545.55;145.0;-8.0578;-34.8829
Alto Jose Do Pinho;Rua Padre Oliveira, 602 - Alto Jose Do Pinho;Rua Padre Oliveira;1;0;8848.24;726263.5;82.08;-8.0578;-34.8829
Alto Jose Do Pinho;Rua Pindoretama, 1 - Alto Jose Do Pinho;Rua Pindoretama;1;0;2072.01;573264.08;276.67;-8.0578;-34.8829
Alto Jose Do Pinho;Rua Pindoretama, 120 - Alto Jose Do Pinho;Rua Pindoretama;1;0;3283.9;180614.32;55.0;-8.0578;-34.8829
Alto Jose Do Pinho;Rua Uniao Da Vitoria, 173 - Alto Jose Do Pinho;Rua Uniao Da Vitoria;1;0;2578.96;64473.92;25.0;-8.0578;-34.8829
Alto Santa Terezinha;Rua Mario De Andrade, 36 - Alto Santa Terezinha;Rua Mario De Andrade;1;0;6065.14;300224.29;49.5;-8.0578;-34.8829
Apipucos;Rua Dois Irmaos, 447 - Apipucos;Rua Dois Irmaos;28;13;6673.3;481551.08;72.77;-8.02057;-34.940072
Apipucos;Rua Dolores Salgado, 201 - Apipucos;Rua Dolores Salgado;2;2;3358.22;1361289.49;405.36;-8.01721;-34.930691
Apipucos;Rua Escritor Ciro Dos Anjos, 1148 - Apipucos;Rua Escritor Ciro Dos Anjos;2;2;2813.32;965251.76;343.1;-8.020404;-34.935155
Apipucos;Rua Dois Irmaos, 8 - Apipucos;Rua Dois Irmaos;1;0;2345.21;512710.89;218.62;-8.020111;-34.940204
Apipucos;Rua Dolores Salgado, 219 - Apipucos;Rua Dolores Salgado;1;0;4530.64;2417322.05;533.55;-8.01707;-34.93081
Apipucos;Rua Dolores Salgado, 251 - Apipucos;Rua Dolores Salgado;1;0;2814.04;1626628.38;578.04;-8.016848;-34.930918
Apipucos;Rua Jorge Tasso Netto, 318 - Apipucos;Rua Jorge Tasso Netto;1;0;4653.29;38143801.74;8197.17;-8.018208;-34.938915
Apipucos;Rua Nazare De Minas, 64 - Apipucos;Rua Nazare De Minas;1;0;4679.28;2879350.26;615.34;-8.014961;-34.935939
Areias;Avenida Recife, 4316 - Areias;Avenida Recife;201;71;3337.93;205813.05;61.76;-8.095612;-34.926979
Areias;Rua Barros Sobrinho, 149 - Areias;Rua Barros Sobrinho;44;23;1802.89;62098.95;34.45;-8.087267;-34.932781
Areias;Avenida Recife, 657 - Areias;Avenida Recife;4;3;2988.26;167342.53;56.0;-8.091919;-34.929043
Areias;Rua Dona Netinha, 74 - Areias;Rua Dona Netinha;3;3;1811.09;184949.18;102.12;-8.095403;-34.924854
Areias;Rua Olimpio Costa, 92 - Areias;Rua Olimpio Costa;3;3;3122.68;797937.98;255.53;-8.100041;-34.938773
Areias;Avenida Doutor Jose Rufino, 812 - Areias;Avenida Doutor Jose Rufino;2;2;5976.31;869552.98;145.5;-8.087314;-34.932005
Areias;Avenida Recife, 3938 - Areias;Avenida Recife;2;0;3796.3;249796.32;65.8;-8.095612;-34.926979
Areias;Rua Dias Cardoso, 19 - Areias;Rua Dias Cardoso;2;2;1662.07;202240.76;121.68;-8.093564;-34.924566
Areias;Rua Dona Netinha, 91 - Areias;Rua Dona Netinha;2;2;1697.76;191270.1;112.66;-8.095569;-34.924986
Areias;Rua Rio Oiapoque, 365 - Areias;Rua Rio Oiapoque;2;2;2812.12;398955.85;141.87;-8.09956;-34.939469
Areias;Rua Teixeira Coimbra, 17 - Areias;Rua Teixeira Coimbra;2;2;2786.81;228797.29;82.1;-8.095759;-34.938927
Areias;Rua Teixeira Coimbra, 48 - Areias;Rua Teixeira Coimbra;2;2;4645.67;538943.75;116.01;-8.09595;-34.939242
Areias;Avenida Doutor Jose Rufino, 809 - Areias;Avenida Doutor Jose Rufino;1;0;3469.4;353878.84;102.0;-8.087558;-34.931653
Areias;Avenida Recife, 3856 - Areias;Avenida Recife;1;0;7122.91;468687.58;65.8;-8.095612;-34.926979
Areias;Avenida Recife, 4052 - Areias;Avenida Recife;1;0;3339.19;219718.95;65.8;-8.095612;-34.926979
Areias;Avenida Recife, 676 - Areias;Avenida Recife;1;0;3958.37;1032856.36;260.93;-8.092215;-34.929569
Areias;Avenida Recife, 688 - Areias;Avenida Recife;1;0;5942.37;750818.24;126.35;-8.092323;-34.929554
Areias;Avenida Recife, 712 - Areias;Avenida Recife;1;0;4815.73;818963.15;170.06;-8.092538;-34.929523
Areias;Avenida Recife, 727 - Areias;Avenida Recife;1;0;4201.88;235305.44;56.0;-8.092537;-34.928948
Areias;Avenida Recife, 758 - Areias;Avenida Recife;1;0;5145.17;1306975.48;254.02;-8.092926;-34.929472
Areias;Avenida Recife, 936 - Areias;Avenida Recife;1;0;0.0;1.2;347.99;-8.094542;-34.929244
Areias;Avenida Recife, 960 - Areias;Avenida Recife;1;0;3766.41;938439.45;249.16;-8.094756;-34.929214
Areias;Rua Agostinho Bezerra, 98 - Areias;Rua Agostinho Bezerra;1;0;2664.36;522215.12;196.0;-8.094894;-34.925186
Areias;Rua Antonio Franca, 63 - Areias;Rua Antonio Franca;1;0;2900.86;512813.53;176.78;-8.096094;-34.933208
Areias;Rua Barros Sobrinho, 241 - Areias;Rua Barros Sobrinho;1;0;2878.06;537650.42;186.81;-8.08816;-34.933714
Areias;Rua Butrim, 37 - Areias;Rua Butrim;1;0;4912.93;545188.29;110.97;-8.095517;-34.935788
Areias;Rua Dias Cardoso, 26 - Areias;Rua Dias Cardoso;1;0;2332.69;227833.63;97.67;-8.093428;-34.924665
Areias;Rua Dias Cardoso, 59 - Areias;Rua Dias Cardoso;1;0;1303.68;215107.39;165.0;-8.093618;-34.924938
Areias;Rua Dias Cardoso, 91 - Areias;Rua Dias Cardoso;1;0;2379.04;213994.37;89.95;-8.093664;-34.925262
Areias;Rua Doutor Jose Constantino, 60 - Areias;Rua Doutor Jose Constantino;1;0;4938.35;296300.93;60.0;-8.092585;-34.93658
Areias;Rua Doutor Vilas Boas, 85 - Areias;Rua Doutor Vilas Boas;1;0;4184.87;1060864.3;253.5;-8.093206;-34.937581
Areias;Rua Ferreira Viana, 27 - Areias;Rua Ferreira Viana;1;0;1802.87;673841.9;373.76;-8.093275;-34.924687
Areias;Rua General Francisco Figueiroa, 164 - Areias;Rua General Francisco Figueiroa;1;0;7064.0;1082699.32;153.27;-8.093976;-34.929599
Areias;Rua General Francisco Figueiroa, 402 - Areias;Rua General Francisco Figueiroa;1;0;3590.43;560179.56;156.02;-8.091716;-34.929915
Areias;Rua General Francisco Figueiroa, 58 - Areias;Rua General Francisco Figueiroa;1;0;4129.36;577821.06;139.93;-8.095008;-34.929454
Areias;Rua General Francisco Figueiroa, 94 - Areias;Rua General Francisco Figueiroa;1;0;4325.91;804619.52;186.0;-8.094687;-34.929499
Areias;Rua Jacques Maritain, 42 - Areias;Rua Jacques Maritain;1;0;1578.66;250012.03;158.37;-8.095088;-34.924599
Areias;Rua Jose Domingos Regueira, 124 - Areias;Rua Jose Domingos Regueira;1;0;2262.51;261658.74;115.65;-8.093939;-34.923335
Areias;Rua Jose Domingos Regueira, 184 - Areias;Rua Jose Domingos Regueira;1;0;2057.11;173784.76;84.48;-8.093677;-34.923902
Areias;Rua Jose Domingos Regueira, 199 - Areias;Rua Jose Domingos Regueira;1;0;1471.9;166045.1;112.81;-8.093768;-34.92406
