endereco_edificio;bairro_padronizado;logradouro_fmt;numero_fmt;total_transacoes;m2_privativo_medio;m2_privativo_mediana;valor_medio_corrigido;valor_min_corrigido;valor_max_corrigido;area_privativa_media;latitude;longitude
Rua Cantora Dalva De Oliveira, 91 - Porto Da Madeira;Porto Da Madeira;Rua Cantora Dalva De Oliveira;91;1;3425.84;3425.84;394690.92;394690.92;394690.92;115.21;-8.006131;-34.890564
Rua Canto Alegre, 60 - Zumbi;Zumbi;Rua Canto Alegre;60;1;2058.6;2058.6;332052.55;332052.55;332052.55;161.3;-8.053902;-34.918608
Rua Candido Portinari, 50 - Ipsep;Ipsep;Rua Candido Portinari;50;1;2732.44;2732.44;323603.12;323603.12;323603.12;118.43;-8.114149;-34.918411
Rua Candido Lacerda, 374 - Torreao;Torreao;Rua Candido Lacerda;374;1;2064.59;2064.59;549078.88;549078.88;549078.88;265.95;-8.040052;-34.88196
Rua Candido Lacerda, 357 - Torreao;Torreao;Rua Candido Lacerda;357;1;2602.94;2602.94;626658.15;626658.15;626658.15;240.75;-8.039941;-34.882724
Rua Jose Paraiso, 223 - Boa Viagem;Boa Viagem;Rua Jose Paraiso;223;1;4769.43;4769.43;1268764.02;1268764.02;1268764.02;266.02;-8.13465;-34.905451
Rua Jose Paes De Barros, 57 - Pina;Pina;Rua Jose Paes De Barros;57;1;9791.64;9791.64;362290.51;362290.51;362290.51;37.0;-8.092056;-34.891311
Rua Jose Paes De Barros, 481 - Pina;Pina;Rua Jose Paes De Barros;481;1;6484.39;6484.39;2981848.35;2981848.35;2981848.35;459.85;-8.093252;-34.890712
Rua Candido Lacerda, 200 - Torreao;Torreao;Rua Candido Lacerda;200;1;3161.91;3161.91;268130.08;268130.08;268130.08;84.8;-8.04095;-34.883908
Rua Candido Lacerda, 111 - Torreao;Torreao;Rua Candido Lacerda;111;1;2662.73;2662.73;187136.98;187136.98;187136.98;70.28;-8.040919;-34.884836
Rua Candido Lacerda, 110 - Torreao;Torreao;Rua Candido Lacerda;110;1;3052.2;3052.2;231967.41;231967.41;231967.41;76.0;-8.041273;-34.884603
Rua Candida, 61 - Macaxeira;Macaxeira;Rua Candida;61;1;6244.62;6244.62;539971.89;539971.89;539971.89;86.47;-8.014655;-34.930658
Rua Candida, 30 - Macaxeira;Macaxeira;Rua Candida;30;1;2255.8;2255.8;484997.0;484997.0;484997.0;215.0;-8.014655;-34.930658
Rua Candida Lopes Marques, 224 - Iputinga;Iputinga;Rua Candida Lopes Marques;224;1;3109.22;3109.22;920640.57;920640.57;920640.57;296.1;-8.045918;-34.936437
Rua Candida Lopes Marques, 213 - Iputinga;Iputinga;Rua Candida Lopes Marques;213;1;3452.0;3452.0;408544.61;408544.61;408544.61;118.35;-8.045982;-34.936112
Rua Canastra, 46 - Agua Fria;Agua Fria;Rua Canastra;46;1;7278.31;7278.31;483352.6;483352.6;483352.6;66.41;-8.021162;-34.891932
Rua Jose Stival, 15 - Iputinga;Iputinga;Rua Jose Stival;15;1;3388.94;3388.94;431479.35;431479.35;431479.35;127.32;-8.041301;-34.938172
Rua Jose Rodrigues, 406 - Pina;Pina;Rua Jose Rodrigues;406;1;8069.06;8069.06;443798.5;443798.5;443798.5;55.0;-8.094013;-34.890716
Rua Jose Rodrigues, 117 - Pina;Pina;Rua Jose Rodrigues;117;1;1374.08;1374.08;94399.49;94399.49;94399.49;68.7;-8.094364;-34.89046
Rua Jose Reboucas, 25 - Vasco Da Gama;Vasco Da Gama;Rua Jose Reboucas;25;1;2818.44;2818.44;104282.22;104282.22;104282.22;37.0;-8.019202;-34.922436
Rua Jose Pimentel, 72 - Ipsep;Ipsep;Rua Jose Pimentel;72;1;4442.39;4442.39;368584.84;368584.84;368584.84;82.97;-8.11456;-34.918978
Rua Jose Pimentel, 48 - Ipsep;Ipsep;Rua Jose Pimentel;48;1;2907.82;2907.82;222797.39;222797.39;222797.39;76.62;-8.114435;-34.918837
Rua Jose Pimentel, 154 - Ipsep;Ipsep;Rua Jose Pimentel;154;1;3358.4;3358.4;501878.58;501878.58;501878.58;149.44;-8.115067;-34.919561
Rua Jose Pessoa De Queiroz, 212 - Iputinga;Iputinga;Rua Jose Pessoa De Queiroz;212;1;4066.01;4066.01;368665.42;368665.42;368665.42;90.67;-8.030512;-34.930858
Rua Joseph Turton, 141 - Tamarineira;Tamarineira;Rua Joseph Turton;141;1;3942.46;3942.46;851807.79;851807.79;851807.79;216.06;-8.030308;-34.904573
Rua Joseph Turton, 132 - Tamarineira;Tamarineira;Rua Joseph Turton;132;1;4473.51;4473.51;1134348.07;1134348.07;1134348.07;253.57;-8.03052;-34.904241
Rua Joseph Turton, 111 - Tamarineira;Tamarineira;Rua Joseph Turton;111;1;1836.33;1836.33;648259.84;648259.84;648259.84;353.02;-8.030542;-34.904675
Rua Jose Veloso, 96 - San Martin;San Martin;Rua Jose Veloso;96;1;3661.25;3661.25;336542.16;336542.16;336542.16;91.92;-8.065938;-34.926539
Rua Jose Veloso, 415 - San Martin;San Martin;Rua Jose Veloso;415;1;1395.76;1395.76;250121.0;250121.0;250121.0;179.2;-8.06485;-34.929246
Rua Jose Veloso, 349 - San Martin;San Martin;Rua Jose Veloso;349;1;3053.53;3053.53;261351.75;261351.75;261351.75;85.59;-8.065008;-34.928927
Rua Jose Veloso, 32 - San Martin;San Martin;Rua Jose Veloso;32;1;4041.57;4041.57;303118.0;303118.0;303118.0;75.0;-8.066227;-34.925956
Rua Jose Veloso, 232 - San Martin;San Martin;Rua Jose Veloso;232;1;5361.72;5361.72;268086.22;268086.22;268086.22;50.0;-8.064818;-34.92878
Rua Jose Veloso, 226 - San Martin;San Martin;Rua Jose Veloso;226;1;6254.73;6254.73;312736.7;312736.7;312736.7;50.0;-8.06494;-34.928536
Rua Jose Veloso, 220 - San Martin;San Martin;Rua Jose Veloso;220;1;3587.71;3587.71;331791.59;331791.59;331791.59;92.48;-8.064966;-34.928487
Rua Jose Trajano, 67 - Boa Viagem;Boa Viagem;Rua Jose Trajano;67;1;9365.71;9365.71;9118925.27;9118925.27;9118925.27;973.65;-8.121141;-34.898087
Rua Jose Tiburcio Cavalcanti, 65 - Cohab;Cohab;Rua Jose Tiburcio Cavalcanti;65;1;2667.17;2667.17;132024.92;132024.92;132024.92;49.5;-8.116497;-34.955576
Rua Jose Tavares De Holanda, 391 - Curado;Curado;Rua Jose Tavares De Holanda;391;1;2314.0;2314.0;210574.43;210574.43;210574.43;91.0;-8.083702;-34.955239
Rua Jose Tavares Da Mota, 83 - Iputinga;Iputinga;Rua Jose Tavares Da Mota;83;1;1785.23;1785.23;571274.75;571274.75;571274.75;320.0;-8.04586;-34.940986
Rua Jose Tavares Da Mota, 50 - Iputinga;Iputinga;Rua Jose Tavares Da Mota;50;1;5033.72;5033.72;1444677.43;1444677.43;1444677.43;287.0;-8.045302;-34.940604
Rua Candido Lacerda, 250 - Torreao;Torreao;Rua Candido Lacerda;250;1;3716.09;3716.09;324043.16;324043.16;324043.16;87.2;-8.040771;-34.883552
Rua Josue Pereira, 61 - Afogados;Afogados;Rua Josue Pereira;61;1;1391.08;1391.08;219456.32;219456.32;219456.32;157.76;-8.075607;-34.913969
Rua Josue Pereira, 125 - Afogados;Afogados;Rua Josue Pereira;125;1;2815.02;2815.02;329357.82;329357.82;329357.82;117.0;-8.075087;-34.913828
Rua Joseph Turton, 422 - Tamarineira;Tamarineira;Rua Joseph Turton;422;1;5597.18;5597.18;308964.51;308964.51;308964.51;55.2;-8.02815;-34.903208
Rua Canapolis, 221 - Tamarineira;Tamarineira;Rua Canapolis;221;1;2591.81;2591.81;279915.45;279915.45;279915.45;108.0;-8.029363;-34.899996
Rua Canapolis, 120 - Tamarineira;Tamarineira;Rua Canapolis;120;1;3173.23;3173.23;209433.37;209433.37;209433.37;66.0;-8.029553;-34.899086
Rua Canapolis, 110 - Tamarineira;Tamarineira;Rua Canapolis;110;1;2632.75;2632.75;156385.06;156385.06;156385.06;59.4;-8.029626;-34.898982
Rua Canapi, 34 - Vasco Da Gama;Vasco Da Gama;Rua Canapi;34;1;1976.42;1976.42;208117.11;208117.11;208117.11;105.3;-8.019202;-34.922436
Rua Canada, 9 - Jordao;Jordao;Rua Canada;9;1;8328.72;8328.72;460161.71;460161.71;460161.71;55.25;-8.131703;-34.935999
Rua Camutanga, 21 - Cabanga;Cabanga;Rua Camutanga;21;1;3310.28;3310.28;250256.84;250256.84;250256.84;75.6;-8.078874;-34.893894
Rua Camutanga, 134 - Cabanga;Cabanga;Rua Camutanga;134;1;2168.55;2168.55;226396.23;226396.23;226396.23;104.4;-8.078942;-34.894767
Rua Camutanga, 122 - Cabanga;Cabanga;Rua Camutanga;122;1;3462.78;3462.78;261786.44;261786.44;261786.44;75.6;-8.078922;-34.894713
Rua Camutanga, 11 - Cabanga;Cabanga;Rua Camutanga;11;1;1901.4;1901.4;207252.24;207252.24;207252.24;109.0;-8.078836;-34.893778
Rua Camutanga, 109 - Cabanga;Cabanga;Rua Camutanga;109;1;2037.34;2037.34;255583.98;255583.98;255583.98;125.45;-8.079085;-34.89454
Rua Camutanga, 108 - Cabanga;Cabanga;Rua Camutanga;108;1;3790.82;3790.82;286586.24;286586.24;286586.24;75.6;-8.078867;-34.894553
Rua Joseph Turton, 35 - Tamarineira;Tamarineira;Rua Joseph Turton;35;1;3158.97;3158.97;113723.03;113723.03;113723.03;36.0;-8.031238;-34.904936
Rua Joseph Turton, 151 - Tamarineira;Tamarineira;Rua Joseph Turton;151;1;2947.96;2947.96;506548.67;506548.67;506548.67;171.83;-8.030195;-34.90452
Rua Jundiai, 36 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Jundiai;36;1;7893.55;7893.55;564783.31;564783.31;564783.31;71.55;-8.082307;-34.94126
Rua Jundia, 43 - Tamarineira;Tamarineira;Rua Jundia;43;1;5138.49;5138.49;655568.91;655568.91;655568.91;127.58;-8.032106;-34.902986
Rua Jundia, 133 - Tamarineira;Tamarineira;Rua Jundia;133;1;6421.35;6421.35;354458.57;354458.57;354458.57;55.2;-8.031538;-34.903577
Rua Julio Verne, 149 - Imbiribeira;Imbiribeira;Rua Julio Verne;149;1;3115.82;3115.82;350000.0;350000.0;350000.0;112.33;-8.084788;-34.908479
Rua Julio Jose De Souza, 159 - Agua Fria;Agua Fria;Rua Julio Jose De Souza;159;1;3534.9;3534.9;124605.05;124605.05;124605.05;35.25;-8.021162;-34.891932
Rua Julio Jose De Souza, 126 - Agua Fria;Agua Fria;Rua Julio Jose De Souza;126;1;8934.29;8934.29;268028.62;268028.62;268028.62;30.0;-8.021162;-34.891932
Rua Juliao Neto, 426 - Encruzilhada;Encruzilhada;Rua Juliao Neto;426;1;6424.99;6424.99;1090000.1;1090000.1;1090000.1;169.65;-8.035663;-34.894058
Rua Juliao Neto, 397 - Encruzilhada;Encruzilhada;Rua Juliao Neto;397;1;3376.59;3376.59;615383.49;615383.49;615383.49;182.25;-8.03548;-34.894488
Rua Juliao Neto, 352 - Encruzilhada;Encruzilhada;Rua Juliao Neto;352;1;3348.95;3348.95;780439.18;780439.18;780439.18;233.04;-8.035503;-34.893984
Rua Juarez Millet, 39 - Jiquia;Jiquia;Rua Juarez Millet;39;1;2572.89;2572.89;390333.2;390333.2;390333.2;151.71;-8.088197;-34.926394
Rua Juarez Millet, 29 - Jiquia;Jiquia;Rua Juarez Millet;29;1;2211.26;2211.26;411073.56;411073.56;411073.56;185.9;-8.088181;-34.926483
Rua João Ramos, 231 - Gracas;Gracas;Rua João Ramos;231;1;3907.24;3907.24;520444.27;520444.27;520444.27;133.2;-8.046189;-34.898807
Rua João Fernandes Vieira, 321 - Boa Vista;Boa Vista;Rua João Fernandes Vieira;321;1;3191.27;3191.27;300266.22;300266.22;300266.22;94.09;-8.053873;-34.892113
Rua João Fernandes Vieira, 149 - Soledade;Soledade;Rua João Fernandes Vieira;149;1;3612.86;3612.86;234185.69;234185.69;234185.69;64.82;-8.05526;-34.891227
Rua Joubert De Carvalho, 240 - Casa Amarela;Casa Amarela;Rua Joubert De Carvalho;240;1;8582.91;8582.91;3328796.12;3328796.12;3328796.12;387.84;-8.029885;-34.913941
Rua José De Alencar, 447 - Boa Vista;Boa Vista;Rua José De Alencar;447;1;5565.8;5565.8;255136.47;255136.47;255136.47;45.84;-8.062746;-34.889235
Rua Juparana, 73 - Cohab   Ibura;Cohab   Ibura;Rua Juparana;73;1;1989.71;1989.71;73619.31;73619.31;73619.31;37.0;-8.116809;-34.955542
Rua Junqueira Freire, 61 - Ipsep;Ipsep;Rua Junqueira Freire;61;1;4452.34;4452.34;433078.94;433078.94;433078.94;97.27;-8.116531;-34.92057
Rua Jundiai, 775 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Jundiai;775;1;3495.42;3495.42;5610147.23;5610147.23;5610147.23;1605.0;-8.082307;-34.94126
Rua Jundiai, 755 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Jundiai;755;1;3147.08;3147.08;4569567.27;4569567.27;4569567.27;1452.0;-8.082307;-34.94126
Rua Jundiai, 505 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Jundiai;505;1;6748.56;6748.56;425159.02;425159.02;425159.02;63.0;-8.082307;-34.94126
Rua Campos Sales, 186 - Madalena;Madalena;Rua Campos Sales;186;1;2449.89;2449.89;121024.62;121024.62;121024.62;49.4;-8.053068;-34.915157
Rua Campos Altos, 100 - Brejo Da Guabiraba;Brejo Da Guabiraba;Rua Campos Altos;100;1;655.86;655.86;164619.64;164619.64;164619.64;251.0;-8.0578;-34.8829
Rua Campo Formoso, 25 - Vasco Da Gama;Vasco Da Gama;Rua Campo Formoso;25;1;3030.08;3030.08;200985.5;200985.5;200985.5;66.33;-8.019202;-34.922436
Rua Campo Alegre, 40 - Mangabeira;Mangabeira;Rua Campo Alegre;40;1;2529.7;2529.7;135591.71;135591.71;135591.71;53.6;-8.0578;-34.8829
Rua Campo Alegre, 276 - Mangabeira;Mangabeira;Rua Campo Alegre;276;1;3816.35;3816.35;301491.43;301491.43;301491.43;79.0;-8.0578;-34.8829
Rua Campinacu, 31 - Coqueiral;Coqueiral;Rua Campinacu;31;1;3854.08;3854.08;206193.26;206193.26;206193.26;53.5;-8.0578;-34.8829
Rua Campestre, 80 - Brejo De Beberibe;Brejo De Beberibe;Rua Campestre;80;1;1010.08;1010.08;68685.38;68685.38;68685.38;68.0;-8.0578;-34.8829
Rua Cameta, 227 - Alto Do Mandu;Alto Do Mandu;Rua Cameta;227;1;779.87;779.87;211875.25;211875.25;211875.25;271.68;-8.023171;-34.927336
Rua Camboim, 988 - Boa Viagem;Boa Viagem;Rua Camboim;988;1;4288.35;4288.35;1047815.26;1047815.26;1047815.26;244.34;-8.141549;-34.914452
Rua Camboim, 984 - Boa Viagem;Boa Viagem;Rua Camboim;984;1;2780.61;2780.61;598192.71;598192.71;598192.71;215.13;-8.142406;-34.91463
Rua Jundiai, 409 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Jundiai;409;1;3119.63;3119.63;4576498.99;4576498.99;4576498.99;1467.0;-8.082307;-34.94126
Rua Laete Lemos, 85 - Boa Viagem;Boa Viagem;Rua Laete Lemos;85;1;7288.28;7288.28;545381.91;545381.91;545381.91;74.83;-8.108766;-34.88923
Rua Juvina Francisca De Oliveira, 69 - Imbiribeira;Imbiribeira;Rua Juvina Francisca De Oliveira;69;1;4892.06;4892.06;348314.74;348314.74;348314.74;71.2;-8.094784;-34.912217
Rua Juvina Francisca De Oliveira, 62 - Imbiribeira;Imbiribeira;Rua Juvina Francisca De Oliveira;62;1;4704.64;4704.64;780688.54;780688.54;780688.54;165.94;-8.094437;-34.912025
Rua Juvina Francisca De Oliveira, 157 - Imbiribeira;Imbiribeira;Rua Juvina Francisca De Oliveira;157;1;4051.52;4051.52;336721.98;336721.98;336721.98;83.11;-8.094619;-34.912961
Rua Camboim, 939 - Boa Viagem;Boa Viagem;Rua Camboim;939;1;2437.07;2437.07;307411.95;307411.95;307411.95;126.14;-8.140665;-34.913741
Rua Camboim, 78 - Boa Viagem;Boa Viagem;Rua Camboim;78;1;4261.06;4261.06;1893487.65;1893487.65;1893487.65;444.37;-8.133845;-34.912835
Rua Camboim, 704 - Boa Viagem;Boa Viagem;Rua Camboim;704;1;4895.2;4895.2;1328360.81;1328360.81;1328360.81;271.36;-8.139368;-34.913968
Rua Camboim, 515 - Boa Viagem;Boa Viagem;Rua Camboim;515;1;5146.9;5146.9;318902.02;318902.02;318902.02;61.96;-8.137444;-34.913071
Rua Camboim, 462 - Boa Viagem;Boa Viagem;Rua Camboim;462;1;5518.6;5518.6;710629.6;710629.6;710629.6;128.77;-8.137572;-34.913521
Rua Juvina Francisca De Oliveira, 147 - Imbiribeira;Imbiribeira;Rua Juvina Francisca De Oliveira;147;1;3753.33;3753.33;292759.56;292759.56;292759.56;78.0;-8.094643;-34.912854
Rua Juscelandia, 42 - Torroes;Torroes;Rua Juscelandia;42;1;4772.73;4772.73;143181.86;143181.86;143181.86;30.0;-8.063031;-34.933078
Rua Jurupatan, 61 - Tejipio;Tejipio;Rua Jurupatan;61;1;3247.39;3247.39;120153.35;120153.35;120153.35;37.0;-8.090523;-34.951295
Rua Jurupata, 38 - Areias;Areias;Rua Jurupata;38;1;3292.04;3292.04;550856.72;550856.72;550856.72;167.33;-8.099957;-34.937313
Rua Jurupata, 244 - Areias;Areias;Rua Jurupata;244;1;2471.29;2471.29;297592.96;297592.96;297592.96;120.42;-8.100199;-34.939325
Rua Jurupata, 150 - Areias;Areias;Rua Jurupata;150;1;2464.77;2464.77;353226.12;353226.12;353226.12;143.31;-8.100087;-34.938377
Rua Jupiracy, 178 - Areias;Areias;Rua Jupiracy;178;1;1830.27;1830.27;257939.96;257939.96;257939.96;140.93;-8.094713;-34.929417
Rua Calumbi, 22 - Areias;Areias;Rua Calumbi;22;1;1758.59;1758.59;237233.92;237233.92;237233.92;134.9;-8.097964;-34.935956
Rua Cajui, 59 - Iputinga;Iputinga;Rua Cajui;59;1;3096.9;3096.9;301947.63;301947.63;301947.63;97.5;-8.044048;-34.931296
Rua Cajobi, 94 - Barro;Barro;Rua Cajobi;94;1;2680.22;2680.22;386113.09;386113.09;386113.09;144.06;-8.095842;-34.940052
Rua Caititu, 57 - Areias;Areias;Rua Caititu;57;1;2261.87;2261.87;277078.8;277078.8;277078.8;122.5;-8.096383;-34.935557
Rua Caititu, 39 - Areias;Areias;Rua Caititu;39;1;2387.95;2387.95;351386.57;351386.57;351386.57;147.15;-8.096377;-34.93573
Rua Camboim, 233 - Boa Viagem;Boa Viagem;Rua Camboim;233;1;5129.36;5129.36;1074857.46;1074857.46;1074857.46;209.55;-8.138502;-34.913313
Rua Camboim, 160 - Boa Viagem;Boa Viagem;Rua Camboim;160;1;3440.25;3440.25;750627.22;750627.22;750627.22;218.19;-8.134586;-34.912835
Rua Camboim, 139 - Boa Viagem;Boa Viagem;Rua Camboim;139;1;3604.0;3604.0;672831.36;672831.36;672831.36;186.69;-8.134691;-34.912444
Rua Camboim, 1100 - Boa Viagem;Boa Viagem;Rua Camboim;1100;1;5251.55;5251.55;827118.59;827118.59;827118.59;157.5;-8.142639;-34.914682
Rua Camboim, 1088 - Boa Viagem;Boa Viagem;Rua Camboim;1088;1;5286.1;5286.1;832560.16;832560.16;832560.16;157.5;-8.142517;-34.914657
Rua Camboa Do Carmo, 96 - Santo Antonio;Santo Antonio;Rua Camboa Do Carmo;96;1;4626.91;4626.91;311206.0;311206.0;311206.0;67.26;-8.065142;-34.879633
Rua Camboa Do Carmo, 132 - Santo Antonio;Santo Antonio;Rua Camboa Do Carmo;132;1;3009.2;3009.2;360200.68;360200.68;360200.68;119.7;-8.065479;-34.879645
Rua Camboa Do Carmo, 123 - Santo Antonio;Santo Antonio;Rua Camboa Do Carmo;123;1;6727.63;6727.63;625670.01;625670.01;625670.01;93.0;-8.065352;-34.87941
Rua Camboa Do Carmo, 108 - Santo Antonio;Santo Antonio;Rua Camboa Do Carmo;108;1;11475.51;11475.51;1101648.73;1101648.73;1101648.73;96.0;-8.065259;-34.879627
Rua Lage De Una, 76 - Mangabeira;Mangabeira;Rua Lage De Una;76;1;4311.08;4311.08;80832.83;80832.83;80832.83;18.75;-8.0578;-34.8829
Rua Laete Lemos, 99 - Boa Viagem;Boa Viagem;Rua Laete Lemos;99;1;8201.05;8201.05;396930.79;396930.79;396930.79;48.4;-8.108852;-34.889362
Rua Lambari, 114 - Sao Jose;Sao Jose;Rua Lambari;114;1;5300.51;5300.51;323331.33;323331.33;323331.33;61.0;-8.069562;-34.884145
Rua Caio Pereira, 331 - Encruzilhada;Encruzilhada;Rua Caio Pereira;331;1;4190.39;4190.39;1637982.59;1637982.59;1637982.59;390.89;-8.034716;-34.896612
Rua Cachoeirinha, 23 - Jordao;Jordao;Rua Cachoeirinha;23;1;2673.57;2673.57;98921.94;98921.94;98921.94;37.0;-8.136696;-34.942106
Rua Cachoeira, 69 - Imbiribeira;Imbiribeira;Rua Cachoeira;69;1;6911.52;6911.52;523754.61;523754.61;523754.61;75.78;-8.109027;-34.91538
Rua Cachoeira, 663 - Imbiribeira;Imbiribeira;Rua Cachoeira;663;1;6387.38;6387.38;1073910.08;1073910.08;1073910.08;168.13;-8.111671;-34.91544
Rua Cachoeira, 479 - Imbiribeira;Imbiribeira;Rua Cachoeira;479;1;2452.96;2452.96;213333.69;213333.69;213333.69;86.97;-8.110178;-34.915147
Rua Lambari, 108 - Sao Jose;Sao Jose;Rua Lambari;108;1;5300.51;5300.51;323331.33;323331.33;323331.33;61.0;-8.069587;-34.884107
Rua Lambari, 104 - Sao Jose;Sao Jose;Rua Lambari;104;1;5300.51;5300.51;323331.33;323331.33;323331.33;61.0;-8.069612;-34.884068
Rua Lago Verde, 95 - Iputinga;Iputinga;Rua Lago Verde;95;1;3296.55;3296.55;283569.44;283569.44;283569.44;86.02;-8.045138;-34.942434
Rua Lago Verde, 31 - Iputinga;Iputinga;Rua Lago Verde;31;1;8022.32;8022.32;1564352.74;1564352.74;1564352.74;195.0;-8.045373;-34.942212
Rua Cambara, 52 - Boa Vista;Boa Vista;Rua Cambara;52;1;1648.85;1648.85;797251.49;797251.49;797251.49;483.52;-8.055187;-34.893554
Rua Camara, 88 - Areias;Areias;Rua Camara;88;1;2767.44;2767.44;417772.1;417772.1;417772.1;150.96;-8.098591;-34.935824
Rua Camara, 39 - Areias;Areias;Rua Camara;39;1;2646.89;2646.89;482898.79;482898.79;482898.79;182.44;-8.098199;-34.935512
Rua Camapua, 201 - Fundao;Fundao;Rua Camapua;201;1;3823.69;3823.69;137652.67;137652.67;137652.67;36.0;-8.016542;-34.892729
Rua Camapua, 20 - Fundao;Fundao;Rua Camapua;20;1;3076.51;3076.51;248551.51;248551.51;248551.51;80.79;-8.016542;-34.892729
Rua Calumbi, 94 - Areias;Areias;Rua Calumbi;94;1;3453.15;3453.15;568319.49;568319.49;568319.49;164.58;-8.097987;-34.935242
Rua Cachoeira, 330 - Imbiribeira;Imbiribeira;Rua Cachoeira;330;1;3264.24;3264.24;889275.66;889275.66;889275.66;272.43;-8.108805;-34.915341
Rua Cachoeira, 207 - Imbiribeira;Imbiribeira;Rua Cachoeira;207;1;2383.64;2383.64;846813.63;846813.63;846813.63;355.26;-8.109646;-34.915473
Rua Cachoeira, 186 - Imbiribeira;Imbiribeira;Rua Cachoeira;186;1;1445.98;1445.98;403499.55;403499.55;403499.55;279.05;-8.108696;-34.915315
Rua Cachoeira, 110 - Imbiribeira;Imbiribeira;Rua Cachoeira;110;1;3582.37;3582.37;753944.95;753944.95;753944.95;210.46;-8.107811;-34.915124
Rua Cachoeira, 100 - Imbiribeira;Imbiribeira;Rua Cachoeira;100;1;6742.3;6742.3;368129.37;368129.37;368129.37;54.6;-8.107407;-34.91504
Rua Caburai, 214 - Varzea;Varzea;Rua Caburai;214;1;1912.79;1912.79;76511.75;76511.75;76511.75;40.0;-8.040274;-34.95124
Rua Cabo, 82 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Cabo;82;1;1849.29;1849.29;415628.92;415628.92;415628.92;224.75;-8.084731;-34.936362
Rua Cabo Jose Gomes, 65 - Sao Jose;Sao Jose;Rua Cabo Jose Gomes;65;1;3825.17;3825.17;2746469.85;2746469.85;2746469.85;718.0;-8.078474;-34.90025
Rua Cabo Honorio, 71 - Tamarineira;Tamarineira;Rua Cabo Honorio;71;1;3547.18;3547.18;234114.11;234114.11;234114.11;66.0;-8.02939;-34.898937
Rua Cabo Honorio, 129 - Tamarineira;Tamarineira;Rua Cabo Honorio;129;1;3837.86;3837.86;279088.93;279088.93;279088.93;72.72;-8.028928;-34.89944
Rua Lambari, 94 - Sao Jose;Sao Jose;Rua Lambari;94;1;5300.51;5300.51;323331.33;323331.33;323331.33;61.0;-8.069664;-34.88399
Rua Lambari, 88 - Sao Jose;Sao Jose;Rua Lambari;88;1;5300.51;5300.51;323331.33;323331.33;323331.33;61.0;-8.069686;-34.883957
Rua Lambari, 84 - Sao Jose;Sao Jose;Rua Lambari;84;1;5300.51;5300.51;323331.33;323331.33;323331.33;61.0;-8.069699;-34.883933
Rua Lambari, 70 - Sao Jose;Sao Jose;Rua Lambari;70;1;2588.91;2588.91;836216.39;836216.39;836216.39;323.0;-8.069802;-34.883775
Rua Lambari, 124 - Sao Jose;Sao Jose;Rua Lambari;124;1;8083.28;8083.28;266748.35;266748.35;266748.35;33.0;-8.069512;-34.884224
Rua Lambari, 118 - Sao Jose;Sao Jose;Rua Lambari;118;1;5300.51;5300.51;323331.33;323331.33;323331.33;61.0;-8.069537;-34.884184
Rua Cabo Epitacio Lucena, 95 - Alto Jose Do Pinho;Alto Jose Do Pinho;Rua Cabo Epitacio Lucena;95;1;8912.2;8912.2;472346.51;472346.51;472346.51;53.0;-8.0578;-34.8829
Rua Cabedelo, 195 - Afogados;Afogados;Rua Cabedelo;195;1;1377.78;1377.78;170431.85;170431.85;170431.85;123.7;-8.074989;-34.911309
Rua Butrim, 37 - Areias;Areias;Rua Butrim;37;1;4912.93;4912.93;545188.29;545188.29;545188.29;110.97;-8.095517;-34.935788
Rua Bulhões Marques, 19 - Boa Vista;Boa Vista;Rua Bulhões Marques;19;1;3679.56;3679.56;78043.49;78043.49;78043.49;21.21;-8.064284;-34.884112
Rua Bulandy, 99 - Varzea;Varzea;Rua Bulandy;99;1;5171.1;5171.1;455470.18;455470.18;455470.18;88.08;-8.040274;-34.95124
Rua Bulandy, 176 - Varzea;Varzea;Rua Bulandy;176;1;7941.74;7941.74;490640.89;490640.89;490640.89;61.78;-8.040274;-34.95124
Rua Bujari, 88 - Cabanga;Cabanga;Rua Bujari;88;1;3137.09;3137.09;349722.9;349722.9;349722.9;111.48;-8.077873;-34.894812
Rua Bujari, 46 - Cabanga;Cabanga;Rua Bujari;46;1;2872.67;2872.67;293012.48;293012.48;293012.48;102.0;-8.077761;-34.894466
Rua Bujari, 45 - Cabanga;Cabanga;Rua Bujari;45;1;4414.75;4414.75;256497.04;256497.04;256497.04;58.1;-8.077938;-34.894328
Rua Bujari, 11 - Cabanga;Cabanga;Rua Bujari;11;1;2956.81;2956.81;371256.82;371256.82;371256.82;125.56;-8.077867;-34.894107
Rua Buenos Aires, 99 - Espinheiro;Espinheiro;Rua Buenos Aires;99;1;4635.4;4635.4;1560878.36;1560878.36;1560878.36;336.73;-8.048432;-34.893942
Rua Larga Do Rosario, 235 - Santo Antonio;Santo Antonio;Rua Larga Do Rosario;235;1;1554.74;1554.74;308708.74;308708.74;308708.74;198.56;-8.064808;-34.877755
Rua Landelino Camara, 181 - Ipsep;Ipsep;Rua Landelino Camara;181;1;2341.16;2341.16;837222.5;837222.5;837222.5;357.61;-8.111659;-34.922985
